No.,tt,CO2_outdoor,PM2.5_outdoor,PM10_outdoor,CO2_classroom,PM2.5_classroom,PM10_classroom,CO2_classroom_change,PM2.5_classroom_change,PM10_classroom_change,attend_manual,vent_manual
599,2019-10-29 04:52:36,457.553,12490334.98,156978422.0,459.0,2238848.1,14170915.0,0.0,-33778.419999999925,2810493.0,0.0,0.0
600,2019-10-29 04:53:36,453.509,12307995.69,160086089.0,459.0,2247856.23,13143371.0,0.0,9008.129999999888,-1027544.0,0.0,0.0
601,2019-10-29 04:54:36,456.542,12237437.59,162434355.0,458.0,2273736.01,14196134.0,-1.0,25879.779999999795,1052763.0,0.0,0.0
602,2019-10-29 04:55:36,459.575,12495137.14,164481196.0,458.0,2246517.8449999997,14530889.0,0.0,-27218.165000000037,334755.0,0.0,0.0
603,2019-10-29 04:56:36,461.597,12672294.969999999,157452814.0,458.0,2248685.56,15200784.0,0.0,2167.7150000003166,669895.0,0.0,0.0
604,2019-10-29 04:57:36,459.575,12494250.469999999,167242686.0,458.0,2266865.27,12539055.0,0.0,18179.709999999963,-2661729.0,0.0,0.0
605,2019-10-29 04:58:36,452.498,12365764.684999999,155816463.0,457.0,2260032.53,14156981.0,-1.0,-6832.7400000002235,1617926.0,0.0,0.0
606,2019-10-29 04:59:36,454.52,11651189.355,147268912.0,458.0,2292814.435,13248693.0,1.0,32781.90500000026,-908288.0,0.0,0.0
607,2019-10-29 05:00:36,456.542,12201307.004999999,154826503.0,459.0,2249749.2399999998,13239137.0,1.0,-43065.1950000003,-9556.0,0.0,0.0
608,2019-10-29 05:01:36,455.531,11795974.535,146110567.0,460.0,2301744.685,14947826.0,1.0,51995.4450000003,1708689.0,0.0,0.0
609,2019-10-29 05:02:36,453.509,12224843.195,156510165.0,460.0,2302772.77,14821300.0,0.0,1028.0849999999627,-126526.0,0.0,0.0
610,2019-10-29 05:03:36,458.564,11973094.735,141516946.0,459.0,2249650.8899999997,13086129.0,-1.0,-53121.880000000354,-1735171.0,0.0,0.0
611,2019-10-29 05:04:36,456.542,12164797.879999999,150767975.0,459.0,2257097.2649999997,12878621.0,0.0,7446.375,-207508.0,0.0,0.0
612,2019-10-29 05:05:36,459.575,12467606.885,151819388.0,458.0,2228453.52,12357458.0,-1.0,-28643.744999999646,-521163.0,0.0,0.0
613,2019-10-29 05:06:36,458.564,12186939.125,147985096.0,459.0,2249204.34,12853183.0,1.0,20750.819999999832,495725.0,0.0,0.0
614,2019-10-29 05:07:36,458.564,11775796.955,144499277.0,459.0,2264480.445,14612473.0,0.0,15276.104999999981,1759290.0,0.0,0.0
615,2019-10-29 05:08:36,457.553,11994699.835,153507829.0,459.0,2275652.41,13420040.0,0.0,11171.965000000317,-1192433.0,0.0,0.0
616,2019-10-29 05:09:36,457.553,11632295.685,142901794.0,459.0,2285563.12,13738002.0,0.0,9910.709999999963,317962.0,0.0,0.0
617,2019-10-29 05:10:36,466.652,11984408.915,154532793.0,459.0,2243610.2,13009425.0,0.0,-41952.919999999925,-728577.0,0.0,0.0
618,2019-10-29 05:11:36,464.63,12407208.95,153333122.0,459.0,2240585.25,12981180.0,0.0,-3024.9500000001863,-28245.0,0.0,0.0
619,2019-10-29 05:12:36,456.542,12084007.8,150544958.0,459.0,2197090.645,13854203.0,0.0,-43494.60499999998,873023.0,0.0,0.0
620,2019-10-29 05:13:36,458.564,12215141.629999999,156298881.0,459.0,2261334.415,14982864.0,0.0,64243.77000000002,1128661.0,0.0,0.0
621,2019-10-29 05:14:36,463.619,12450914.78,164251859.0,459.0,2244342.07,15942820.0,0.0,-16992.345000000205,959956.0,0.0,0.0
622,2019-10-29 05:15:36,467.663,12193028.219999999,156638731.0,459.0,2218827.5549999997,15215218.0,0.0,-25514.51500000013,-727602.0,0.0,0.0
623,2019-10-29 05:16:36,458.564,11810785.465,151563977.0,460.0,2269797.545,13118935.0,1.0,50969.99000000022,-2096283.0,0.0,0.0
624,2019-10-29 05:17:36,457.553,12217823.055,151095722.0,460.0,2275976.565,14845711.0,0.0,6179.020000000019,1726776.0,0.0,0.0
625,2019-10-29 05:18:36,457.553,12015949.879999999,151515266.0,460.0,2296020.44,14246425.0,0.0,20043.875,-599286.0,0.0,0.0
626,2019-10-29 05:19:36,472.718,12342257.19,154547978.0,459.0,2257402.375,12408751.0,-1.0,-38618.064999999944,-1837674.0,0.0,0.0
627,2019-10-29 05:20:36,461.597,12036231.835,157104883.0,458.0,2320328.0949999997,16939354.0,-1.0,62925.71999999974,4530603.0,0.0,0.0
628,2019-10-29 05:21:36,457.553,12257451.82,151378138.0,459.0,2241523.42,14106063.0,1.0,-78804.67499999981,-2833291.0,0.0,0.0
629,2019-10-29 05:22:36,462.608,12138731.43,151700001.0,459.0,2255450.215,12519272.0,0.0,13926.794999999925,-1586791.0,0.0,0.0
630,2019-10-29 05:23:36,461.597,12030653.315,148441219.0,459.0,2198184.24,13894871.0,0.0,-57265.97499999963,1375599.0,0.0,0.0
631,2019-10-29 05:24:36,456.542,12208743.575,160532178.0,459.0,2286895.545,15006831.0,0.0,88711.3049999997,1111960.0,0.0,0.0
632,2019-10-29 05:25:36,456.542,11587912.935,151125913.0,459.0,2239322.44,13863361.0,0.0,-47573.10499999998,-1143470.0,0.0,0.0
633,2019-10-29 05:26:36,456.542,11935348.04,153132967.0,460.0,2259668.2199999997,14157356.0,1.0,20345.779999999795,293995.0,0.0,0.0
634,2019-10-29 05:27:36,456.542,11753610.455,147248696.0,460.0,2289482.625,14678867.0,0.0,29814.40500000026,521511.0,0.0,0.0
635,2019-10-29 05:28:36,456.542,12242349.53,154961708.0,460.0,2217033.165,12295632.0,0.0,-72449.45999999996,-2383235.0,0.0,0.0
636,2019-10-29 05:29:36,456.542,12149113.76,163368142.0,459.0,2261845.4749999996,12891611.0,-1.0,44812.30999999959,595979.0,0.0,0.0
637,2019-10-29 05:30:36,456.542,11634600.105,151832725.0,460.0,2253046.02,15261981.0,1.0,-8799.454999999609,2370370.0,0.0,0.0
638,2019-10-29 05:31:36,456.542,12038400.15,151484633.0,460.0,2314460.905,14677923.0,0.0,61414.88499999978,-584058.0,0.0,0.0
639,2019-10-29 05:32:36,456.542,11828936.04,138660130.0,460.0,2201039.635,12838680.0,0.0,-113421.27000000002,-1839243.0,0.0,0.0
640,2019-10-29 05:33:36,443.399,11836801.08,140860828.0,459.0,2228497.92,15785507.0,-1.0,27458.28500000015,2946827.0,0.0,0.0
641,2019-10-29 05:34:36,445.67375,11547456.82,141446436.0,460.0,2270038.53,19919262.0,1.0,41540.60999999987,4133755.0,0.0,0.0
642,2019-10-29 05:35:36,447.9485,11412515.620000001,137359479.0,460.0,2275510.915,14566902.0,0.0,5472.385000000242,-5352360.0,0.0,0.0
643,2019-10-29 05:36:36,450.22325,11502690.015,145296452.0,460.0,2264237.695,14560553.0,0.0,-11273.220000000205,-6349.0,0.0,0.0
644,2019-10-29 05:37:36,452.498,11325037.254999999,132009566.0,460.0,2287135.0999999996,14722992.0,0.0,22897.404999999795,162439.0,0.0,0.0
645,2019-10-29 05:38:36,454.77275,11467378.89,132693109.0,460.0,2254308.635,13058486.0,0.0,-32826.46499999985,-1664506.0,0.0,0.0
646,2019-10-29 05:39:36,457.0475,11560410.715,139241301.0,459.0,2259994.53,14104742.0,-1.0,5685.895000000019,1046256.0,0.0,0.0
647,2019-10-29 05:40:36,459.32225,11323268.93,129797894.0,460.0,2272993.1799999997,15028435.0,1.0,12998.649999999907,923693.0,0.0,0.0
648,2019-10-29 05:41:36,461.597,11318347.719999999,144631157.0,460.0,2202885.13,16007828.0,0.0,-70108.04999999981,979393.0,0.0,0.0
649,2019-10-29 05:42:36,463.619,11183824.225,139613015.0,461.0,2220416.585,13804800.0,1.0,17531.455000000075,-2203028.0,0.0,0.0
650,2019-10-29 05:43:36,459.575,11297103.865,132354864.0,461.0,2262813.25,13588359.0,0.0,42396.66500000004,-216441.0,0.0,0.0
651,2019-10-29 05:44:36,468.674,11192813.045,135184594.0,461.0,2277396.7199999997,13429129.0,0.0,14583.46999999974,-159230.0,0.0,0.0
652,2019-10-29 05:45:36,466.652,11297694.665,137160583.0,460.0,2247621.175,14111410.0,-1.0,-29775.544999999925,682281.0,0.0,0.0
653,2019-10-29 05:46:36,468.674,11411386.594999999,141091171.0,460.0,2271688.15,15087369.0,0.0,24066.975000000093,975959.0,0.0,0.0
654,2019-10-29 05:47:36,468.674,11215743.59,133573996.0,460.0,2224623.99,14291552.0,0.0,-47064.15999999968,-795817.0,0.0,0.0
655,2019-10-29 05:48:36,471.707,11024927.385,130922585.0,461.0,2252587.285,13488130.0,1.0,27963.294999999925,-803422.0,0.0,0.0
656,2019-10-29 05:49:36,471.075125,11254893.719999999,126189763.0,461.0,2243772.74,12453545.0,0.0,-8814.544999999925,-1034585.0,0.0,0.0
657,2019-10-29 05:50:36,470.44325,11409245.004999999,131286465.0,461.0,2208008.585,12704484.0,0.0,-35764.15500000026,250939.0,0.0,0.0
658,2019-10-29 05:51:36,469.811375,11110848.055,132575389.0,462.0,2224338.775,10630999.0,1.0,16330.189999999944,-2073485.0,0.0,0.0
659,2019-10-29 05:52:36,469.1795,11325144.02,136487677.0,461.0,2185998.31,13401953.0,-1.0,-38340.46499999985,2770954.0,0.0,0.0
660,2019-10-29 05:53:36,468.547625,11226185.645,131174912.0,461.0,2250247.31,13100815.0,0.0,64249.0,-301138.0,0.0,0.0
661,2019-10-29 05:54:36,467.91575,11519135.535,136489753.0,461.0,2218024.88,17887889.0,0.0,-32222.430000000168,4787074.0,0.0,0.0
662,2019-10-29 05:55:36,467.283875,11176612.59,131112579.0,462.0,2246931.575,11601772.0,1.0,28906.695000000298,-6286117.0,0.0,0.0
663,2019-10-29 05:56:36,466.652,11172503.575,133976184.0,461.0,2247441.465,12612175.0,-1.0,509.8899999996647,1010403.0,0.0,0.0
664,2019-10-29 05:57:36,467.663,11305940.9,131862600.0,461.0,2262538.25,14380371.0,0.0,15096.785000000149,1768196.0,0.0,0.0
665,2019-10-29 05:58:36,469.685,11331641.485,130714825.0,461.0,2279163.77,15952976.0,0.0,16625.52000000002,1572605.0,0.0,0.0
666,2019-10-29 05:59:36,475.751,11395060.52,135899329.0,461.0,2266311.455,13737627.0,0.0,-12852.314999999944,-2215349.0,0.0,0.0
667,2019-10-29 06:00:36,471.707,11250828.49,129102813.0,461.0,2281154.32,15179872.0,0.0,14842.864999999758,1442245.0,0.0,0.0
668,2019-10-29 06:01:36,477.773,11131845.98,132292027.0,462.0,2269634.57,12822798.0,1.0,-11519.75,-2357074.0,0.0,0.0
669,2019-10-29 06:02:36,468.674,11543146.129999999,134751558.0,461.0,2218227.34,14437167.0,-1.0,-51407.22999999998,1614369.0,0.0,0.0
670,2019-10-29 06:03:36,480.806,11282004.61,132263305.0,461.0,2206102.36,12112591.0,0.0,-12124.979999999981,-2324576.0,0.0,0.0
671,2019-10-29 06:04:36,476.762,11145993.969999999,135197679.0,461.0,2232692.435,13109027.0,0.0,26590.075000000186,996436.0,0.0,0.0
672,2019-10-29 06:05:36,471.2015,11251559.64,124601774.0,461.0,2273530.215,12346104.0,0.0,40837.779999999795,-762923.0,0.0,0.0
673,2019-10-29 06:06:36,465.641,11477461.325,135290682.0,462.0,2211948.3499999996,14117759.0,1.0,-61581.86500000022,1771655.0,0.0,0.0
674,2019-10-29 06:07:36,460.586,11109980.325,118988975.0,462.0,2197202.785,14248815.0,0.0,-14745.564999999478,131056.0,0.0,0.0
675,2019-10-29 06:08:36,467.663,11134676.555,132278343.0,462.0,2217697.32,15469341.0,0.0,20494.534999999683,1220526.0,0.0,0.0
676,2019-10-29 06:09:36,478.784,11110621.03,128840296.0,462.0,2248264.17,12193198.0,0.0,30566.850000000093,-3276143.0,0.0,0.0
677,2019-10-29 06:10:36,480.806,11214491.35,124315482.0,462.0,2229562.485,13524103.0,0.0,-18701.685000000056,1330905.0,0.0,0.0
678,2019-10-29 06:11:36,482.828,11121733.28,124001047.0,463.0,2178310.7199999997,13077198.0,1.0,-51251.76500000013,-446905.0,0.0,0.0
679,2019-10-29 06:12:36,478.784,10898618.79,128828289.0,463.0,2241662.38,13192372.0,0.0,63351.66000000015,115174.0,0.0,0.0
680,2019-10-29 06:13:36,475.751,11353877.825,127411983.0,463.0,2241425.4299999997,14765354.0,0.0,-236.95000000018626,1572982.0,0.0,0.0
681,2019-10-29 06:14:36,488.894,11153988.305,129339853.0,463.0,2236902.485,13933272.0,0.0,-4522.944999999832,-832082.0,0.0,0.0
682,2019-10-29 06:15:36,485.861,10622279.395,116169557.0,463.0,2223055.33,12342647.0,0.0,-13847.154999999795,-1590625.0,0.0,0.0
683,2019-10-29 06:16:36,485.861,10633052.57,119334087.0,462.0,2172358.635,15557239.0,-1.0,-50696.6950000003,3214592.0,0.0,0.0
684,2019-10-29 06:17:36,491.927,10618505.91,123849585.0,463.0,2260397.26,12059627.0,1.0,88038.625,-3497612.0,0.0,0.0
685,2019-10-29 06:18:36,487.883,10734342.785,118958816.0,464.0,2189900.195,12769017.0,1.0,-70497.06499999994,709390.0,0.0,0.0
686,2019-10-29 06:19:36,488.894,10844095.49,127695734.0,464.0,2216618.8899999997,14347848.0,0.0,26718.694999999832,1578831.0,0.0,0.0
687,2019-10-29 06:20:36,491.927,10568316.625,126350726.0,463.0,2241400.385,13917017.0,-1.0,24781.49500000011,-430831.0,0.0,0.0
688,2019-10-29 06:21:36,500.015,10594531.219999999,124229692.0,463.0,2266169.125,11993927.0,0.0,24768.740000000224,-1923090.0,0.0,0.0
689,2019-10-29 06:22:36,499.004,10829440.385,120477545.0,463.0,2212573.01,11657501.0,0.0,-53596.11500000022,-336426.0,0.0,0.0
690,2019-10-29 06:23:36,497.993,10786192.745000001,123080217.0,464.0,2230570.76,13867195.0,1.0,17997.75,2209694.0,0.0,0.0
691,2019-10-29 06:24:36,487.883,10834742.094999999,118428473.0,464.0,2227307.15,14185282.0,0.0,-3263.6099999998696,318087.0,0.0,0.0
692,2019-10-29 06:25:36,486.872,10865251.54,122754866.0,464.0,2208961.41,14514540.0,0.0,-18345.739999999758,329258.0,0.0,0.0
693,2019-10-29 06:26:36,487.883,10796947.76,121247134.0,463.0,2249144.02,13456303.0,-1.0,40182.60999999987,-1058237.0,0.0,0.0
694,2019-10-29 06:27:36,486.872,11364084.975,128001011.0,464.0,2217160.04,13497371.0,1.0,-31983.97999999998,41068.0,0.0,0.0
695,2019-10-29 06:28:36,487.883,11260158.495000001,125210905.0,463.0,2216851.5999999996,14238186.0,-1.0,-308.4400000004098,740815.0,0.0,0.0
696,2019-10-29 06:29:36,490.916,11611756.094999999,133689545.0,464.0,2176301.82,12809058.0,1.0,-40549.779999999795,-1429128.0,0.0,0.0
697,2019-10-29 06:30:36,487.883,11377048.27,136240480.0,463.0,2229697.07,11427193.0,-1.0,53395.25,-1381865.0,0.0,0.0
698,2019-10-29 06:31:36,499.004,11387401.48,127082475.0,463.0,2287396.53,14977517.0,0.0,57699.45999999996,3550324.0,0.0,0.0
699,2019-10-29 06:32:36,497.993,11302326.77,129395142.0,464.0,2257419.9,12939795.0,1.0,-29976.62999999989,-2037722.0,0.0,0.0
700,2019-10-29 06:33:36,482.828,11358689.43,129150707.0,464.0,2211972.655,11824566.0,0.0,-45447.24500000011,-1115229.0,0.0,0.0
701,2019-10-29 06:34:36,497.993,11618922.120000001,138489517.0,465.0,2256142.3,15145180.0,1.0,44169.64500000002,3320614.0,0.0,0.0
702,2019-10-29 06:35:36,504.059,11437550.17,129024471.0,465.0,2249538.355,14335177.0,0.0,-6603.944999999832,-810003.0,0.0,0.0
703,2019-10-29 06:36:36,495.971,11628834.434999999,130193252.0,465.0,2274474.07,16621173.0,0.0,24935.71499999985,2285996.0,0.0,0.0
704,2019-10-29 06:37:36,486.872,11483041.815,138392307.0,465.0,2301359.4,12304121.0,0.0,26885.330000000075,-4317052.0,0.0,0.0
705,2019-10-29 06:38:36,486.872,11681208.545,140394831.0,465.0,2230379.205,14759474.0,0.0,-70980.19499999983,2455353.0,0.0,0.0
706,2019-10-29 06:39:36,487.883,10745082.925,126799996.0,464.0,2223414.4299999997,14157039.0,-1.0,-6964.7750000003725,-602435.0,0.0,0.0
707,2019-10-29 06:40:36,483.839,10717641.53,123070465.0,464.0,2253729.255,13220742.0,0.0,30314.825000000186,-936297.0,0.0,0.0
708,2019-10-29 06:41:36,480.806,10784981.785,118572739.0,464.0,2193224.48,11731290.0,0.0,-60504.77499999991,-1489452.0,0.0,0.0
709,2019-10-29 06:42:36,481.817,10601772.67,121519501.0,464.0,2234390.78,13182149.0,0.0,41166.299999999814,1450859.0,0.0,0.0
710,2019-10-29 06:43:36,484.85,10449953.48,114330941.0,464.0,2269114.57,10621093.0,0.0,34723.79000000004,-2561056.0,0.0,0.0
711,2019-10-29 06:44:36,487.883,10573789.34,118653784.0,465.0,2234870.26,12021478.0,1.0,-34244.310000000056,1400385.0,0.0,0.0
712,2019-10-29 06:45:36,477.773,10519081.125,119647238.0,465.0,2243316.71,15519438.0,0.0,8446.450000000186,3497960.0,0.0,0.0
713,2019-10-29 06:46:36,487.883,10077743.19,108715379.0,465.0,2207044.9299999997,13385252.0,0.0,-36271.78000000026,-2134186.0,0.0,0.0
714,2019-10-29 06:47:36,486.872,10700835.98,124056843.0,465.0,2176722.31,11912941.0,0.0,-30322.619999999646,-1472311.0,0.0,0.0
715,2019-10-29 06:48:36,495.971,10017574.83,118516476.0,465.0,2243015.15,13489951.0,0.0,66292.83999999985,1577010.0,0.0,0.0
716,2019-10-29 06:49:36,499.004,10182741.19,113468236.0,465.0,2202834.5,11490282.0,0.0,-40180.64999999991,-1999669.0,0.0,0.0
717,2019-10-29 06:50:36,495.971,10435571.455,109531539.0,464.0,2239513.005,13702241.0,-1.0,36678.50499999989,2211959.0,0.0,0.0
718,2019-10-29 06:51:36,503.048,10374433.03,113953417.0,464.0,2175960.585,11451410.0,0.0,-63552.419999999925,-2250831.0,0.0,0.0
719,2019-10-29 06:52:36,501.026,10204325.42,112763816.0,464.0,2211985.37,13857387.0,0.0,36024.78500000015,2405977.0,0.0,0.0
720,2019-10-29 06:53:36,504.059,10461120.35,121954204.0,465.0,2226345.925,14512746.0,1.0,14360.554999999702,655359.0,0.0,0.0
721,2019-10-29 06:54:36,505.07,10258634.4,119796245.0,464.0,2239621.915,13917836.0,-1.0,13275.990000000224,-594910.0,0.0,0.0
722,2019-10-29 06:55:36,521.246,10666035.64,116877728.0,465.0,2285945.955,16166058.0,1.0,46324.04000000004,2248222.0,0.0,0.0
723,2019-10-29 06:56:36,525.29,10261668.805,113841392.0,464.0,2288796.91,13982427.0,-1.0,2850.9550000000745,-2183631.0,0.0,0.0
724,2019-10-29 06:57:36,548.543,10476794.775,113403291.0,464.0,2226795.465,14773591.0,0.0,-62001.4450000003,791164.0,0.0,0.0
725,2019-10-29 06:58:36,580.895,10623857.985,116079421.0,464.0,2236216.69,15584473.0,0.0,9421.225000000093,810882.0,0.0,0.0
726,2019-10-29 06:59:36,594.038,10610228.985,127638147.0,464.0,2223644.66,13357703.0,0.0,-12572.029999999795,-2226770.0,0.0,0.0
727,2019-10-29 07:00:36,601.115,10515970.425,117939357.0,465.0,2194984.125,12122843.0,1.0,-28660.53500000015,-1234860.0,0.0,0.0
728,2019-10-29 07:01:36,609.203,10370490.45,112008031.0,465.0,2261784.4699999997,13847162.0,0.0,66800.34499999974,1724319.0,0.0,0.0
729,2019-10-29 07:02:36,592.016,10352601.625,113444519.0,466.0,2217561.13,15006012.0,1.0,-44223.33999999985,1158850.0,0.0,0.0
730,2019-10-29 07:03:36,591.005,10437711.955,113403978.0,467.0,2251266.455,15479589.0,1.0,33705.325000000186,473577.0,0.0,0.0
731,2019-10-29 07:04:36,595.049,10927511.44,121026861.0,465.0,2240290.57,12747190.0,-2.0,-10975.885000000242,-2732399.0,0.0,0.0
732,2019-10-29 07:05:36,581.906,10663587.74,116650564.0,465.0,2244418.8,13698780.0,0.0,4128.229999999981,951590.0,0.0,0.0
733,2019-10-29 07:06:36,574.829,10840245.66,124139558.0,466.0,2246277.99,13825558.0,1.0,1859.1900000004098,126778.0,0.0,0.0
734,2019-10-29 07:07:36,562.697,11033318.475,118296633.0,466.0,2284074.125,13345782.0,0.0,37796.13499999978,-479776.0,0.0,0.0
735,2019-10-29 07:08:36,559.664,10840037.33,118729831.0,466.0,2228120.1399999997,12953629.0,0.0,-55953.985000000335,-392153.0,0.0,0.0
736,2019-10-29 07:09:36,544.499,10661165.07,106748604.0,466.0,2192799.25,14508216.0,0.0,-35320.889999999665,1554587.0,0.0,0.0
737,2019-10-29 07:10:36,533.378,10593606.89,115586473.0,467.0,2250524.815,15830451.0,1.0,57725.564999999944,1322235.0,0.0,0.0
738,2019-10-29 07:11:36,523.268,10724762.18,116301777.0,467.0,2273148.17,17726494.0,0.0,22623.35499999998,1896043.0,0.0,0.0
739,2019-10-29 07:12:36,528.323,10711888.575,118477344.0,466.0,2247282.455,13539675.0,-1.0,-25865.71499999985,-4186819.0,0.0,0.0
740,2019-10-29 07:13:36,522.257,10436471.3,117953987.0,466.0,2250869.03,13889216.0,0.0,3586.5749999997206,349541.0,0.0,0.0
741,2019-10-29 07:14:36,527.312,10515249.559999999,110449608.0,467.0,2202408.9,14061938.0,1.0,-48460.12999999989,172722.0,0.0,0.0
742,2019-10-29 07:15:36,524.279,10727056.07,116199341.0,467.0,2222065.155,13735889.0,0.0,19656.25499999989,-326049.0,0.0,0.0
743,2019-10-29 07:16:36,526.301,10616505.46,119508699.0,467.0,2244730.21,12283711.0,0.0,22665.055000000168,-1452178.0,0.0,0.0
744,2019-10-29 07:17:36,509.114,10574580.07,122157225.0,467.0,2276010.8499999996,12527359.0,0.0,31280.639999999665,243648.0,0.0,0.0
745,2019-10-29 07:18:36,520.235,10790296.23,118581893.0,468.0,2259181.185,13258476.0,1.0,-16829.66499999957,731117.0,0.0,0.0
746,2019-10-29 07:19:36,516.191,10526828.69,110778449.0,468.0,2224541.375,13495300.0,0.0,-34639.810000000056,236824.0,0.0,0.0
747,2019-10-29 07:20:36,508.103,10530674.35,111603613.0,468.0,2267619.03,14744594.0,0.0,43077.654999999795,1249294.0,0.0,0.0
748,2019-10-29 07:21:36,509.114,10481511.6,111493728.0,468.0,2287947.38,15340048.0,0.0,20328.350000000093,595454.0,0.0,0.0
749,2019-10-29 07:22:36,513.158,10540620.01,116550807.0,468.0,2246271.0,15692254.0,0.0,-41676.37999999989,352206.0,0.0,0.0
750,2019-10-29 07:23:36,523.268,10830099.95,118925297.0,467.0,2264257.16,15601489.0,-1.0,17986.16000000015,-90765.0,0.0,0.0
751,2019-10-29 07:24:36,517.202,10866121.059999999,118547361.0,467.0,2236851.34,16099660.0,0.0,-27405.820000000298,498171.0,0.0,0.0
752,2019-10-29 07:25:36,525.29,10968193.129999999,114244522.0,467.0,2266585.205,12205492.0,0.0,29733.865000000224,-3894168.0,0.0,0.0
753,2019-10-29 07:26:36,516.191,10864225.04,105883786.0,468.0,2274010.6799999997,12772351.0,1.0,7425.4749999996275,566859.0,0.0,0.0
754,2019-10-29 07:27:36,519.224,10956378.24,108468272.0,468.0,2299389.05,17102043.0,0.0,25378.37000000011,4329692.0,0.0,0.0
755,2019-10-29 07:28:36,516.191,10984643.469999999,118674889.0,468.0,2243420.2649999997,12980738.0,0.0,-55968.78500000015,-4121305.0,0.0,0.0
756,2019-10-29 07:29:36,523.268,11069502.57,113984959.0,468.0,2224941.33,13627800.0,0.0,-18478.93499999959,647062.0,0.0,0.0
757,2019-10-29 07:30:36,519.224,11137389.719999999,112958584.0,468.0,2254131.77,14192298.0,0.0,29190.439999999944,564498.0,0.0,0.0
758,2019-10-29 07:31:36,523.268,11031777.86,112778183.0,468.0,2276245.0149999997,14012560.0,0.0,22113.244999999646,-179738.0,0.0,0.0
759,2019-10-29 07:32:36,516.191,10931024.620000001,112459402.0,468.0,2278168.88,14107324.0,0.0,1923.8650000002235,94764.0,0.0,0.0
760,2019-10-29 07:33:36,512.147,11025476.46,106609125.0,469.0,2248695.65,15206479.0,1.0,-29473.22999999998,1099155.0,0.0,0.0
761,2019-10-29 07:34:36,514.169,10880124.91,117738175.0,470.0,2267339.205,12985014.0,1.0,18643.555000000168,-2221465.0,0.0,0.0
762,2019-10-29 07:35:36,520.235,11107681.620000001,116270642.0,470.0,2312520.8049999997,14552533.0,0.0,45181.59999999963,1567519.0,0.0,0.0
763,2019-10-29 07:36:36,507.092,10990075.620000001,105701689.0,469.0,2299447.38,16339624.0,-1.0,-13073.424999999814,1787091.0,0.0,0.0
764,2019-10-29 07:37:36,521.246,10997363.3,114801725.0,469.0,2251502.505,15069349.0,0.0,-47944.875,-1270275.0,0.0,0.0
765,2019-10-29 07:38:36,525.29,10912791.379999999,104009949.0,469.0,2270743.26,15607811.0,0.0,19240.75499999989,538462.0,0.0,0.0
766,2019-10-29 07:39:36,532.367,10853958.6,110090728.0,469.0,2317422.95,16764994.0,0.0,46679.69000000041,1157183.0,0.0,0.0
767,2019-10-29 07:40:36,533.378,11121482.69,110704825.0,468.0,2325249.0149999997,16522321.0,-1.0,7826.0649999994785,-242673.0,0.0,0.0
768,2019-10-29 07:41:36,531.356,11036272.83,111166858.0,469.0,2312586.115,12415392.0,1.0,-12662.899999999441,-4106929.0,0.0,0.0
769,2019-10-29 07:42:36,530.345,10902124.28,114399038.0,469.0,2284648.21,12632081.0,0.0,-27937.90500000026,216689.0,0.0,0.0
770,2019-10-29 07:43:36,538.433,10871516.5,105333128.0,470.0,2321588.87,15080018.0,1.0,36940.66000000015,2447937.0,0.0,0.0
771,2019-10-29 07:44:36,530.345,10924741.04,111082044.0,470.0,2314794.7199999997,18174783.0,0.0,-6794.1500000003725,3094765.0,0.0,0.0
772,2019-10-29 07:45:36,532.367,10952804.96,109018215.0,471.0,2400681.38,15465974.0,1.0,85886.66000000015,-2708809.0,0.0,0.0
773,2019-10-29 07:46:36,530.345,11098496.01,115477944.0,470.0,2289394.29,17117048.0,-1.0,-111287.08999999985,1651074.0,0.0,0.0
774,2019-10-29 07:47:36,532.367,11163274.89,109857238.0,470.0,2325961.2,18404841.0,0.0,36566.91000000015,1287793.0,0.0,0.0
775,2019-10-29 07:48:36,529.334,10922568.71,107073773.0,470.0,2282408.135,18351908.0,0.0,-43553.06500000041,-52933.0,0.0,0.0
776,2019-10-29 07:49:36,535.4,10994689.52,112733620.0,470.0,2341236.23,20287140.0,0.0,58828.095000000205,1935232.0,0.0,0.0
777,2019-10-29 07:50:36,536.411,10891282.08,107748821.0,470.0,2349820.98,17348398.0,0.0,8584.75,-2938742.0,0.0,0.0
778,2019-10-29 07:51:36,539.444,11012807.14,105634604.0,471.0,2295836.985,15795882.0,1.0,-53983.99500000011,-1552516.0,0.0,0.0
779,2019-10-29 07:52:36,538.9385,10870260.879999999,111608772.0,471.0,2304536.255,13698405.0,0.0,8699.270000000019,-2097477.0,0.0,0.0
780,2019-10-29 07:53:36,538.433,10953448.55,107093270.0,471.0,2304752.73,16094028.0,0.0,216.47500000009313,2395623.0,0.0,0.0
781,2019-10-29 07:54:36,537.9275,11037070.02,103618421.0,470.0,2298616.54,19507326.0,-1.0,-6136.189999999944,3413298.0,0.0,0.0
782,2019-10-29 07:55:36,537.422,11331194.469999999,116519320.0,471.0,2293711.49,18170630.0,1.0,-4905.049999999814,-1336696.0,0.0,0.0
783,2019-10-29 07:56:36,536.9165,10942269.3,114320478.0,471.0,2327534.51,16308237.0,0.0,33823.01999999955,-1862393.0,0.0,0.0
784,2019-10-29 07:57:36,536.411,11081561.11,120197206.0,471.0,2311442.205,14216359.0,0.0,-16092.304999999702,-2091878.0,0.0,0.0
