tt,CO2_outdoor,PM2.5_outdoor,PM10_outdoor,CO2_classroom,PM2.5_classroom,PM10_classroom,CO2_classroom_change,PM2.5_classroom_change,PM10_classroom_change
2019-11-11 16:57:27,-0.18458749350762993,0.648991749923137,-0.2066801714392596,0.30681507907152133,-0.08781026772874238,-0.027390079616036494,-0.1482924923859656,-0.1268623858154536,-0.5440219233003387
2019-11-11 16:58:27,-0.27393341579474834,0.6103771202417578,-0.3049433782321335,0.29341319072845357,-0.09367051414555563,-0.25356343145247695,-0.1482924923859656,-0.1268623858154536,-0.5440219233003387
2019-11-11 16:59:27,-0.1979893818506977,0.6359207408202683,-0.2633774190764905,0.29341319072845357,-0.1345813501250709,-0.10495702191305911,-0.0037998581725776233,-0.8969134594126862,0.3567914505268567
2019-11-11 17:00:27,-0.1354472362497148,0.6566393214392651,-0.3313405838249457,0.2978804868428095,-0.11041040183917154,-0.21232144795548424,0.044364353231885034,0.532914069038809,-0.2584550909495406
2019-11-11 17:01:27,-0.20245667796505362,0.6908182303615457,-0.28729052808282524,0.2978804868428095,-0.13313668816792415,-0.2839738680449918,-0.0037998581725776233,-0.49740428835004424,-0.172618405290514
2019-11-11 17:02:27,-0.2828680080234602,0.6076790694077943,-0.31900256792215687,0.29341319072845357,-0.1146634333446752,-0.2098201673119919,-0.051964069577040285,0.4077374308515099,0.17783836201356817
2019-11-11 17:03:27,-0.3052044885952398,0.5459059868856495,-0.3400479949162068,0.29341319072845357,-0.07946558675435625,-0.21554355456955118,-0.0037998581725776233,0.7751717595286017,-0.014152659220115549
2019-11-11 17:04:27,-0.34541015362444305,0.617674570001564,-0.272463400151081,0.28894589461409764,-0.12219899723932429,-0.27345286747231046,-0.051964069577040285,-0.9369548816011541,-0.1395857391019364
2019-11-11 17:05:27,-0.22926045465118913,0.5700878390691007,-0.3221693950418073,0.28001130238538585,-0.19001923334673756,-0.20268489188667776,-0.10012828098150293,-1.4881050118764894,0.16970049864107742
2019-11-11 17:06:27,-0.20245667796505362,0.553589534734419,-0.32427349649190135,0.27554400627102993,-0.1918866139477796,-0.2732898244815896,-0.051964069577040285,-0.03914030620067336,-0.17010068464149997
