,tt,CO2_outdoor,PM2.5_outdoor,PM10_outdoor,CO2_classroom,PM2.5_classroom,PM10_classroom,CO2_classroom_change,PM2.5_classroom_change,PM10_classroom_change
0,2019-10-28 18:53:36,-0.750901266946311,-0.3761659859179122,-0.6647522736063984,-0.05384025494541921,-0.17353435053924096,-0.36888566528404154,0.0003760243207920663,0.8024408720106496,-0.11154198695166823
1,2019-10-28 18:54:36,-0.6513114481462244,-0.368743214281752,-0.5781809365571614,-0.05384025494541921,-0.1279015067209685,-0.39201966926051884,0.0003760243207920663,0.8024408720106496,-0.11154198695166823
2,2019-10-28 18:55:36,-0.7177046606796151,-0.3949176987633855,-0.6570754522860304,-0.05384025494541921,-0.10411399299727085,-0.39734692412268147,0.0003760243207920663,0.4175509720595882,-0.02580150524579129
3,2019-10-28 18:56:36,-0.6679097512795733,-0.4052247707789191,-0.5798200595348879,-0.05384025494541921,-0.18772241243339535,-0.37594042387614907,0.0003760243207920663,-1.4746433683363191,0.10292300399008122
4,2019-10-28 18:57:36,-0.6181148418795305,-0.40727338538565244,-0.5910495577643978,-0.2367447524566196,-0.16680955896685162,-0.3703017068504803,-4.867928315050014,0.3669027239452673,0.02700025581681205
5,2019-10-28 18:58:36,-0.9002859951464376,-0.4016060470731518,-0.6156510139525151,-0.34181754889922406,-0.15954896890674905,-0.3988351047032426,-2.7963094472326495,0.12636535170772745,-0.13754036705465303
6,2019-10-28 18:59:36,-0.8836876920130906,-0.39024427786198146,-0.6317726671826469,-0.3515465115327986,-0.209227981507007,-0.36013889936864024,-0.2585763341563785,-0.8768457637261373,0.1861738901168456
7,2019-10-28 19:00:36,-0.7011063575462673,-0.3930875934518163,-0.6005782265049892,-0.3534923040595135,-0.1950744838904068,-0.36523918855901216,-0.05141444737464204,0.24781055250380735,-0.024708652984825115
8,2019-10-28 19:01:36,-0.6845080544129203,-0.389662200120006,-0.6143141925014385,-0.3573838891129433,-0.23257867112558525,-0.39240434500141624,-0.10320491907007615,-0.6623391714063973,-0.1309522089994732
9,2019-10-28 19:02:36,-0.6015165387461825,-0.3807685175277459,-0.651151482303938,-0.3573838891129433,-0.2538102982950906,-0.3605557045512794,0.0003760243207920663,-0.37563514869263825,0.15320248652502735
10,2019-10-28 19:03:36,-0.5019267199460978,-0.3633613300629007,-0.6382207681650873,-0.3554380965862284,-0.21784164909474718,-0.38256601980802446,0.05216649601622617,0.6321687413768333,-0.10613136362571535
11,2019-10-28 19:04:36,-0.5849182356128355,-0.36965090518559046,-0.5247183911091187,-0.3515465115327986,-0.23525116862850373,-0.4121312670397991,0.10395696771166028,-0.3082939540685801,-0.1425087788762869
12,2019-10-28 19:05:36,-0.6845080544129203,-0.352290281708424,-0.5950850911425267,-0.34765492647936874,-0.24151089932499395,-0.4268862743796743,0.10395696771166028,-0.11184734092645776,-0.07119665478451521
13,2019-10-28 19:06:36,-0.7343029638129621,-0.39015912813996456,-0.5601389911894997,-0.34376334142593895,-0.3021602474518395,-0.40947834942263167,0.10395696771166028,-1.0701306133932287,0.08366964284835195
14,2019-10-28 19:07:36,-0.784097873213005,-0.42355263752087335,-0.4403710968006452,-0.34570913395265385,-0.23505888635220035,-0.38019974194285033,-0.05141444737464204,1.180691758252692,0.14082763564889952
15,2019-10-28 19:08:36,-0.5849182356128355,-0.41392094975701327,-0.5115155645391132,-0.3515465115327986,-0.3180287168443447,-0.415085492197581,-0.15499539076551025,-1.463392156581024,-0.16812729515779645
16,2019-10-28 19:09:36,-0.5185250230794448,-0.38796389778530277,-0.6267869018347136,-0.3534923040595135,-0.3031857232086448,-0.4349042535766837,-0.05141444737464204,0.2599586890922235,-0.09557891051104875
17,2019-10-28 19:10:36,-0.5683199324794866,-0.3478930032189732,-0.6190630821304789,-0.35932968163965817,-0.234563860056763,-0.38936899031682837,-0.15499539076551025,1.207481277121458,0.21910433222961712
18,2019-10-28 19:11:36,-0.767499570079658,-0.3579803887285351,-0.6215642607678875,-0.36516705921980286,-0.3237941583673207,-0.4194659493634689,-0.15499539076551025,-1.5736944876441905,-0.14506900066874528
19,2019-10-28 19:12:36,-0.6513114481462244,-0.31897187949287964,-0.6889564171465236,-0.36516705921980286,-0.3908000089050846,-0.4087443331629975,0.0003760243207920663,-1.1821249648809475,0.05147469642987386
20,2019-10-28 19:13:36,-0.45213181054605495,-0.3270565002460251,-0.597679831824694,-0.36711285174651775,-0.37389710087504463,-0.4351396187513601,-0.05141444737464204,0.29625204065582467,-0.12724523826309247
21,2019-10-28 19:14:36,-0.41893520427936004,-0.3526038940150873,-0.7245907077204572,-0.37100443679994755,-0.41261869389037725,-0.4030640126294325,-0.10320491907007615,-0.6837884782786133,0.15429533878599352
22,2019-10-28 19:15:36,-0.31934538547927444,-0.3854457155462909,-0.5907357843814598,-0.37295022932666244,-0.399484122734911,-0.40066392184006194,-0.05141444737464204,0.22985822576003578,0.011406091391691135
23,2019-10-28 19:16:36,-0.3359436886126223,-0.3940793572924307,-0.6801068339956375,-0.37684181438009223,-0.3622365626490471,-0.4004178468514717,-0.10320491907007615,0.6547016983357468,0.0010343861929864228
24,2019-10-28 19:17:36,-0.435533507412707,-0.4175260323233276,-0.7132168814632043,-0.37878760690680713,-0.3689179553528089,-0.4261534938677995,-0.05141444737464204,-0.11927654648615033,-0.12406904206046436
25,2019-10-28 19:18:36,-0.4687301136794019,-0.41260045398277545,-0.6767259692667775,-0.380733399433522,-0.3935935400882688,-0.4109090587776917,-0.05141444737464204,-0.4363137686657517,0.07325231949719312
26,2019-10-28 19:19:36,-0.45213181054605495,-0.4022236364112901,-0.6334020813472622,-0.380733399433522,-0.43557619745656884,-0.42904577045312625,0.0003760243207920663,-0.7412447276057553,-0.08747974816985539
27,2019-10-28 19:20:36,-0.435533507412707,-0.40820541833097695,-0.6793032485761104,-0.380733399433522,-0.4491388168349067,-0.45662893200715315,0.0003760243207920663,-0.240515943412265,-0.13296492672778937
28,2019-10-28 19:21:36,-0.5019267199460978,-0.3941098866646543,-0.6590691643038044,-0.3826791919602369,-0.4429880758118017,-0.41767422256881626,-0.05141444737464204,0.10681107246537033,0.18741860167170915
29,2019-10-28 19:22:36,-0.435533507412707,-0.4197396517150597,-0.7010562790747958,-0.3846249844869518,-0.448478862227159,-0.39491765894055886,-0.05141444737464204,-0.0982994162143156,0.10942363383214018
30,2019-10-28 19:23:36,-0.3691402948793172,-0.42776965211841184,-0.7110825124116995,-0.3865707770136667,-0.4196937575379385,-0.4298930098625324,-0.05141444737464204,0.5056028476041066,-0.1685587273255242
31,2019-10-28 19:24:36,-0.41893520427936004,-0.41362239570613063,-0.604389611886886,-0.3865707770136667,-0.3792978953581462,-0.44034865374455007,0.0003760243207920663,0.7101712047566514,-0.05049498197838706
32,2019-10-28 19:25:36,-0.3691402948793172,-0.4223382915704526,-0.6344418904012197,-0.3924081545938114,-0.34649232982941175,-0.4174776312187613,-0.15499539076551025,0.5764388003490812,0.10997475975337705
33,2019-10-28 19:26:36,-0.4687301136794019,-0.4316041513122545,-0.6989645370261302,-0.3924081545938114,-0.4055845676895645,-0.4327924860217612,0.0003760243207920663,-1.0426960993728156,-0.07389235127925226
34,2019-10-28 19:27:36,-0.6513114481462244,-0.44476257296294486,-0.6231107394493586,-0.3943539471205263,-0.4613739557336297,-0.4423481652566426,-0.05141444737464204,-0.9845036376538222,-0.04616160243401625
35,2019-10-28 19:28:36,-0.5683199324794866,-0.4284196287017545,-0.6244672924932508,-0.3943539471205263,-0.4642049735892494,-0.4355947142051496,0.0003760243207920663,-0.051437315691300826,0.03236776179639997
