tt,CO2_outdoor,PM2.5_outdoor,PM10_outdoor,CO2_classroom,PM2.5_classroom,PM10_classroom,CO2_classroom_change,PM2.5_classroom_change,PM10_classroom_change
2019-12-09 17:21:58,0.13443442121539173,0.35972926467676525,0.047472630380022585,-0.1366963664526674,-0.2081642633589241,0.20929384816857852,-0.014231308950974795,-0.017581430647908684,-0.7941810765067903
2019-12-09 17:22:58,0.11832764174996249,0.391758398472158,0.01726613034454909,-0.1393808296969056,-0.20888084554134959,0.029177393603827637,-0.014231308950974795,-0.017581430647908684,-0.7941810765067903
2019-12-09 17:23:58,0.07000730335367472,0.36221636236093546,0.05578270564364202,-0.1420652929411438,-0.21213879983289682,0.018223258631429977,-0.014231308950974795,-0.09476353808612453,-0.04808012931393015
2019-12-09 17:24:58,-0.1366963664526674,0.3552913439593399,0.1300605923892373,-0.1474342194296202,-0.2155397540408105,-0.08039470248549241,-0.028180102082066574,-0.09910648136036371,-0.43472689485010524
2019-12-09 17:25:58,-0.22796811675676648,0.3449275402358286,0.13691278547807673,-0.15011868267385842,-0.23179268086216112,0.27260763850253716,-0.014231308950974795,-0.4894241083945598,1.557172577703958
2019-12-09 17:26:58,-0.22259919026829006,0.3610361750366953,0.14162413117815695,-0.1366963664526674,-0.20984146291973071,0.35905153954487257,0.06946144983557587,0.6708453362725901,0.38149997517052936
2019-12-09 17:27:58,-0.21723026377981366,0.3656641651776303,0.13520471792548638,-0.12595851347571455,-0.23335956136016292,0.02219547831105209,0.05551265670448408,-0.7100691900212753,-1.4854908745767113
2019-12-09 17:28:58,-0.21186133729133724,0.329598570742776,-0.1665575760016044,-0.12327405023147633,-0.2250289515509066,0.1624087699334066,0.013666277311208756,0.25718405599995414,0.618653221463261
2019-12-09 17:29:58,-0.20649241080286082,0.35421148382952866,-0.035749894465330556,-0.12058958698723812,-0.2820624484866099,0.17367918060164264,0.013666277311208756,-1.7279402362218084,0.049942613536643095
2019-12-09 17:30:58,-0.20649241080286082,0.36087657748312657,-0.07382765559486945,-0.12864297671995276,-0.2733077017182244,-0.010860504189814206,-0.04212889521315835,0.2700652016733996,-0.8136900089318726
2019-12-09 17:31:58,-0.19575455782590798,0.36279966112891904,-0.13028021730375586,-0.1420652929411438,-0.32701611849436596,-0.18321808312883717,-0.07002648147534189,-1.6269567190128071,-0.7599600722816338
2019-12-09 17:32:58,-0.16354099889504947,0.36429133329965996,0.0849609424992074,-0.144749756185382,-0.2933714823532839,-0.061625467225508226,-0.014231308950974795,1.0259773755709225,0.5365255713765563
2019-12-09 17:33:58,-0.16354099889504947,0.3711999416763605,-0.1174825136629655,-0.1474342194296202,-0.2973245674780994,0.2946815493023708,-0.014231308950974795,-0.11587483558732556,1.571748055011129
2019-12-09 17:34:58,-0.18233224160471695,0.3712996666958025,-0.03710455441876538,-0.09642941778909424,-0.2761886611819049,0.31633340796983134,0.26474455367086075,0.6460841173823928,0.0957306365675416
2019-12-09 17:35:58,-0.2011234843143844,0.3836773765779579,0.004071980578660336,-0.08032263832366499,-0.2918258050720326,0.026452045996643952,0.08341024296666764,-0.4707226265510813,-1.2783060375697683
