tt,CO2_outdoor,PM2.5_outdoor,PM10_outdoor,CO2_classroom,PM2.5_classroom,PM10_classroom,CO2_classroom_change,PM2.5_classroom_change,PM10_classroom_change,attend,vent
2019-10-28 18:53:36,-0.7509012669463109,-0.3761659859179122,-0.6647522736063984,-0.05384025494541921,-0.17353435053924096,-0.3688856652840416,0.00037602432079206634,0.8024408720106496,-0.11154198695166824,0.0,0.0
2019-10-28 18:54:36,-0.6513114481462244,-0.36874321428175205,-0.5781809365571614,-0.05384025494541921,-0.1279015067209685,-0.3920196692605189,0.00037602432079206634,0.8024408720106496,-0.11154198695166824,0.0,0.0
2019-10-28 18:55:36,-0.7177046606796151,-0.3949176987633855,-0.6570754522860304,-0.05384025494541921,-0.10411399299727084,-0.3973469241226815,0.00037602432079206634,0.4175509720595882,-0.02580150524579129,0.0,0.0
2019-10-28 18:56:36,-0.6679097512795733,-0.4052247707789191,-0.5798200595348879,-0.05384025494541921,-0.18772241243339532,-0.37594042387614907,0.00037602432079206634,-1.4746433683363191,0.10292300399008122,0.0,0.0
2019-10-28 18:57:36,-0.6181148418795305,-0.4072733853856525,-0.5910495577643978,-0.2367447524566196,-0.16680955896685162,-0.3703017068504803,-4.867928315050014,0.3669027239452673,0.02700025581681205,1.0,1.0
2019-10-28 18:58:36,-0.9002859951464376,-0.4016060470731518,-0.6156510139525151,-0.3418175488992241,-0.15954896890674905,-0.3988351047032426,-2.796309447232649,0.12636535170772745,-0.13754036705465306,1.0,1.0
2019-10-28 18:59:36,-0.8836876920130906,-0.3902442778619815,-0.6317726671826469,-0.3515465115327986,-0.209227981507007,-0.36013889936864024,-0.2585763341563785,-0.8768457637261373,0.1861738901168456,0.0,0.0
2019-10-28 19:00:36,-0.7011063575462673,-0.3930875934518163,-0.6005782265049892,-0.3534923040595135,-0.1950744838904068,-0.36523918855901216,-0.051414447374642035,0.2478105525038073,-0.024708652984825115,0.0,0.0
2019-10-28 19:01:36,-0.6845080544129203,-0.3896622001200061,-0.6143141925014385,-0.3573838891129433,-0.23257867112558525,-0.39240434500141613,-0.10320491907007616,-0.6623391714063973,-0.1309522089994732,0.0,0.0
2019-10-28 19:02:36,-0.6015165387461825,-0.3807685175277459,-0.6511514823039379,-0.3573838891129433,-0.2538102982950906,-0.3605557045512794,0.00037602432079206634,-0.3756351486926383,0.15320248652502735,0.0,0.0
2019-10-28 19:03:36,-0.5019267199460978,-0.3633613300629007,-0.6382207681650873,-0.3554380965862284,-0.2178416490947472,-0.3825660198080245,0.052166496016226166,0.6321687413768333,-0.10613136362571536,0.0,0.0
2019-10-28 19:04:36,-0.5849182356128355,-0.3696509051855905,-0.5247183911091187,-0.3515465115327986,-0.2352511686285037,-0.4121312670397991,0.10395696771166027,-0.3082939540685801,-0.1425087788762869,0.0,0.0
2019-10-28 19:05:36,-0.6845080544129203,-0.352290281708424,-0.5950850911425267,-0.34765492647936874,-0.24151089932499395,-0.4268862743796743,0.10395696771166027,-0.11184734092645776,-0.07119665478451521,0.0,0.0
2019-10-28 19:06:36,-0.7343029638129621,-0.39015912813996456,-0.5601389911894997,-0.3437633414259389,-0.3021602474518395,-0.4094783494226317,0.10395696771166027,-1.070130613393229,0.08366964284835195,0.0,0.0
2019-10-28 19:07:36,-0.7840978732130051,-0.42355263752087335,-0.4403710968006452,-0.34570913395265385,-0.23505888635220035,-0.3801997419428503,-0.051414447374642035,1.1806917582526921,0.14082763564889952,0.0,0.0
2019-10-28 19:08:36,-0.5849182356128355,-0.4139209497570133,-0.5115155645391132,-0.3515465115327986,-0.3180287168443447,-0.415085492197581,-0.15499539076551025,-1.4633921565810242,-0.16812729515779645,0.0,0.0
2019-10-28 19:09:36,-0.5185250230794448,-0.3879638977853028,-0.6267869018347136,-0.3534923040595135,-0.3031857232086448,-0.4349042535766837,-0.051414447374642035,0.2599586890922235,-0.09557891051104876,0.0,0.0
2019-10-28 19:10:36,-0.5683199324794866,-0.3478930032189732,-0.6190630821304789,-0.35932968163965817,-0.234563860056763,-0.3893689903168284,-0.15499539076551025,1.207481277121458,0.21910433222961712,0.0,0.0
2019-10-28 19:11:36,-0.7674995700796581,-0.3579803887285351,-0.6215642607678875,-0.3651670592198029,-0.3237941583673207,-0.4194659493634689,-0.15499539076551025,-1.5736944876441905,-0.14506900066874528,0.0,0.0
2019-10-28 19:12:36,-0.6513114481462244,-0.31897187949287964,-0.6889564171465236,-0.3651670592198029,-0.3908000089050846,-0.4087443331629975,0.00037602432079206634,-1.1821249648809475,0.05147469642987386,0.0,0.0
2019-10-28 19:13:36,-0.452131810546055,-0.3270565002460251,-0.597679831824694,-0.36711285174651775,-0.37389710087504463,-0.4351396187513601,-0.051414447374642035,0.2962520406558247,-0.12724523826309247,0.0,0.0
2019-10-28 19:14:36,-0.41893520427936,-0.3526038940150873,-0.7245907077204572,-0.3710044367999476,-0.4126186938903773,-0.4030640126294325,-0.10320491907007616,-0.6837884782786133,0.15429533878599352,0.0,0.0
2019-10-28 19:15:36,-0.31934538547927444,-0.3854457155462909,-0.5907357843814598,-0.3729502293266624,-0.399484122734911,-0.4006639218400619,-0.051414447374642035,0.22985822576003576,0.011406091391691136,0.0,0.0
2019-10-28 19:16:36,-0.3359436886126223,-0.3940793572924307,-0.6801068339956375,-0.3768418143800922,-0.3622365626490471,-0.4004178468514717,-0.10320491907007616,0.6547016983357468,0.0010343861929864226,0.0,0.0
2019-10-28 19:17:36,-0.4355335074127071,-0.4175260323233276,-0.7132168814632043,-0.3787876069068071,-0.3689179553528089,-0.4261534938677995,-0.051414447374642035,-0.11927654648615033,-0.12406904206046435,0.0,0.0
2019-10-28 19:18:36,-0.4687301136794019,-0.41260045398277545,-0.6767259692667775,-0.380733399433522,-0.3935935400882688,-0.4109090587776917,-0.051414447374642035,-0.4363137686657517,0.07325231949719313,0.0,0.0
2019-10-28 19:19:36,-0.452131810546055,-0.4022236364112901,-0.6334020813472622,-0.380733399433522,-0.4355761974565688,-0.4290457704531263,0.00037602432079206634,-0.7412447276057553,-0.08747974816985539,0.0,0.0
2019-10-28 19:20:36,-0.4355335074127071,-0.40820541833097695,-0.6793032485761104,-0.380733399433522,-0.4491388168349067,-0.4566289320071532,0.00037602432079206634,-0.24051594341226504,-0.13296492672778934,0.0,0.0
2019-10-28 19:21:36,-0.5019267199460978,-0.3941098866646543,-0.6590691643038044,-0.3826791919602369,-0.4429880758118017,-0.41767422256881626,-0.051414447374642035,0.10681107246537032,0.18741860167170915,0.0,0.0
2019-10-28 19:22:36,-0.4355335074127071,-0.4197396517150597,-0.7010562790747958,-0.3846249844869518,-0.448478862227159,-0.3949176589405589,-0.051414447374642035,-0.0982994162143156,0.10942363383214017,0.0,0.0
2019-10-28 19:23:36,-0.3691402948793172,-0.42776965211841184,-0.7110825124116995,-0.3865707770136667,-0.4196937575379385,-0.4298930098625324,-0.051414447374642035,0.5056028476041066,-0.1685587273255242,0.0,0.0
2019-10-28 19:24:36,-0.41893520427936,-0.4136223957061306,-0.604389611886886,-0.3865707770136667,-0.3792978953581462,-0.4403486537445501,0.00037602432079206634,0.7101712047566514,-0.05049498197838706,0.0,0.0
2019-10-28 19:25:36,-0.3691402948793172,-0.4223382915704526,-0.6344418904012197,-0.3924081545938114,-0.3464923298294117,-0.4174776312187613,-0.15499539076551025,0.5764388003490812,0.10997475975337703,0.0,0.0
2019-10-28 19:26:36,-0.4687301136794019,-0.4316041513122545,-0.6989645370261302,-0.3924081545938114,-0.4055845676895645,-0.4327924860217612,0.00037602432079206634,-1.0426960993728156,-0.07389235127925227,0.0,0.0
2019-10-28 19:27:36,-0.6513114481462244,-0.4447625729629449,-0.6231107394493586,-0.3943539471205263,-0.4613739557336297,-0.4423481652566426,-0.051414447374642035,-0.9845036376538222,-0.04616160243401625,0.0,0.0
2019-10-28 19:28:36,-0.5683199324794866,-0.4284196287017545,-0.6244672924932508,-0.3943539471205263,-0.4642049735892494,-0.4355947142051496,0.00037602432079206634,-0.051437315691300826,0.03236776179639997,0.0,0.0
2019-10-28 19:29:36,-0.6347131450128775,-0.4333483258140671,-0.6335553694985482,-0.3943539471205263,-0.481223083556198,-0.4419358732397331,0.00037602432079206634,-0.3013977621430579,-0.0306835099053098,0.0,0.0
2019-10-28 19:30:36,-0.8670893888797427,-0.4552921657171054,-0.6620991109866291,-0.3943539471205263,-0.4924907771107584,-0.4457779025703242,0.00037602432079206634,-0.2000819574351791,-0.018650062177699683,0.0,0.0
2019-10-28 19:31:36,-1.1160639358799558,-0.4753885936359435,-0.6672701166245204,-0.3943539471205263,-0.4630926566071698,-0.4383857132023775,0.00037602432079206634,0.5164034898667366,0.03544332211261228,0.0,0.0
2019-10-28 19:32:36,-0.9334826014131334,-0.4690353877584639,-0.6549987081800066,-0.3982455321739561,-0.4672080735363158,-0.4333473725844608,-0.10320491907007616,-0.0740669682882927,0.02410941021242721,0.0,0.0
2019-10-28 19:33:36,-0.6513114481462244,-0.4703718177225903,-0.6311179985333779,-0.400191324700671,-0.4803483655406903,-0.429357268435408,-0.051414447374642035,-0.2330750148473195,0.019062093646945458,0.0,0.0
2019-10-28 19:34:36,-0.6513114481462244,-0.4745678991687065,-0.6580232691281951,-0.400191324700671,-0.5062422562582991,-0.4373989059337221,0.00037602432079206634,-0.4577789360744842,-0.038871407745322224,0.0,0.0
2019-10-28 19:35:36,-0.8670893888797427,-0.4935178520825002,-0.6676841419557786,-0.3982455321739561,-0.5354940417521292,-0.4464616471783591,0.052166496016226166,-0.5169412274599104,-0.04378807875131816,0.0,0.0
2019-10-28 19:36:36,-0.6679097512795733,-0.5107827867323625,-0.6534468437638992,-0.400191324700671,-0.4881843890690836,-0.43113436326021504,-0.051414447374642035,0.8319843393515205,0.07365124118576169,0.0,0.0
2019-10-28 19:37:36,-0.6513114481462244,-0.5259640136191894,-0.6880510823995395,-0.4021371172273859,-0.4775801922214241,-0.4097818956367232,-0.051414447374642035,0.18527590496405424,0.10266283392211507,0.0,0.0
2019-10-28 19:38:36,-0.6015165387461825,-0.523580200788188,-0.6667848933304464,-0.4040829097541008,-0.476030633649242,-0.4541917508756159,-0.051414447374642035,0.02574346462765926,-0.2139863873434073,0.0,0.0
2019-10-28 19:39:36,-0.452131810546055,-0.5368201010485192,-0.6581410790544552,-0.4040829097541008,-0.4784654169423382,-0.4427519861331153,0.00037602432079206634,-0.04445611282246864,0.0549326213736506,0.0,0.0
2019-10-28 19:40:36,-0.7840978732130051,-0.5478238531150278,-0.6693225645464896,-0.4040829097541008,-0.4919419604845375,-0.4505047452059592,0.00037602432079206634,-0.23899938496173295,-0.03748044215158874,0.0,0.0
2019-10-28 19:41:36,-0.6513114481462244,-0.5663996092095528,-0.7247282492395329,-0.4060287022808157,-0.4898432786956002,-0.4321403156644456,-0.051414447374642035,0.03541839190240091,0.0882752653176711,0.0,0.0
2019-10-28 19:42:36,-0.8172944794796999,-0.5618903060006433,-0.6491811245704391,-0.4060287022808157,-0.4812892418796042,-0.4685896629318302,0.00037602432079206634,0.1491544141898485,-0.17565610124127415,0.0,0.0
