tt,CO2_outdoor,PM2.5_outdoor,PM10_outdoor,CO2_classroom,PM2.5_classroom,PM10_classroom,CO2_classroom_change,PM2.5_classroom_change,PM10_classroom_change,time,lunch_timediff
2019-11-11 16:58:27,0.6204877123377508,-0.0030102951927674674,-0.3684328327089746,-0.29245071469131856,1.2965996209657513,-0.13707924241555858,0.5475403542477874,-0.07950509269832465,-0.15566390844408956,0.41518621700102026,0.9983125987002953
2019-11-11 16:59:27,0.6155447244334978,0.007578680254261753,-0.3713934311597292,-0.29213758578388976,1.2837323285077962,-0.16015022314094818,0.0020819966787758433,-0.3520401856518136,-0.19963634706617847,0.40921478447470244,0.998318200779683
2019-11-11 17:00:27,0.5067989905399235,-0.0007008825883397574,-0.4024571552107931,-0.3059152577107522,1.270702676658251,-0.19146230666914163,-0.3153183406997432,-0.35655512425329977,-0.2704613635094562,0.4032362442222303,0.9983238095271604
2019-11-11 17:01:27,0.47219807521015067,-0.013621680597498421,-0.41216563864542555,-0.3009051951918934,1.2775951697483612,-0.18493662016794393,0.10788210913827417,0.19744585056935116,0.054720926850618835,0.39725071006639123,0.9983294248359448
2019-11-11 17:02:27,0.3090794743697899,-0.017278434796108195,-0.4146784447969329,-0.2971476483027489,1.283603316031262,-0.21385704692944368,0.07966874581574877,0.1728536696189945,-0.24990718115292418,0.39125829596312756,0.9983350465991285
2019-11-11 17:03:27,0.20527672838047006,-0.03462440287334233,-0.4121420737213478,-0.32219796089704433,1.2449756408614774,-0.21220303989386372,-0.56923861060256,-1.0683926254812677,0.01285313481902772,0.38525911599936463,0.9983406747096818
2019-11-11 17:04:27,0.20527672838047006,-0.06212669986980809,-0.4223700314681688,-0.3309655703050476,1.216469091948528,-0.2103692433491092,-0.20246488740960147,-0.7869413144114062,0.014398267217968828,0.37925328439084377,0.9983463090604531
2019-11-11 17:05:27,0.11135995819965633,-0.032042011554679936,-0.42240529926866216,-0.33409685937933453,1.1774388153961644,-0.22694447191504974,-0.07550475245819707,-1.0795882853406449,-0.14381108138111615,0.3732409154799406,0.9983519495441728
2019-11-11 17:06:27,0.017443188018843998,0.019520979536140126,-0.4005477824142565,-0.33597563282390674,1.1280944535746396,-0.2338242948270058,-0.04729138913566366,-1.366405458432556,-0.06048761347897174,0.367222123733491,0.9983575960534542
2019-11-11 17:07:27,-0.05175864264070303,0.039658056539156245,-0.3868330496580735,-0.3391069218981937,1.0965850195679454,-0.2352504649947847,-0.07550475245819707,-0.8704464427123048,-0.01361827395916139,0.3611970237406165,0.9983632484807957
2019-11-11 17:08:27,-0.20993425557681072,0.056286698783333644,-0.363192905796912,-0.3384806640833365,1.0940473781802005,-0.24723765533097092,0.009135337509403185,-0.06479015410107689,-0.10438093582411848,0.3551657302105348,0.9983689067185835
2019-11-11 17:09:27,-0.4175397475554504,0.08085982206084398,-0.33663782857870367,-0.33785440626847896,1.0859707484367311,-0.2537466094594806,0.009135337509411205,-0.21882000168513685,-0.05730032309873883,0.3491283579703808,0.9983745706590925
2019-11-11 17:10:27,-0.4817985903107444,0.05058057025523154,-0.3230857081998653,-0.3328443437496198,1.077716586876419,-0.25212913422212796,0.10788210913828218,-0.22375685963345973,0.012539176205470211,0.3430850219630179,0.9983802401944899
2019-11-11 17:11:27,-0.4817985903107444,0.007405672894567022,-0.33061945005157095,-0.3259555077861888,1.0643958416899346,-0.2572500775888876,0.1502021541220783,-0.36464993497358805,-0.045371593731239085,0.337035837244855,0.9983859152168356
2019-11-11 17:12:27,-0.4175397475554504,-0.006976634707725262,-0.33429597234602876,-0.31906667182275744,1.0511707491284092,-0.27411259304400415,0.15020215412208632,-0.3619899981228028,-0.14628005903334304,0.330980918983648,0.9983915956180854
2019-11-11 17:13:27,-0.3829388322256776,-0.02215142017776319,-0.33194533895604217,-0.312177835859326,1.0428231610805283,-0.2775369199200791,0.15020215412208632,-0.2263548913887839,-0.030790670070172787,0.3249203824563129,0.998397281290093
2019-11-11 17:14:27,-0.3335089531831442,-0.05250894272172903,-0.3490264526225034,-0.3065415155256097,1.0356796683594538,-0.2815139607668364,0.12198879079954489,-0.19287104781417164,-0.03554075959079921,0.31885434304672766,0.9984029721246109
2019-11-11 17:15:27,-0.2494781588108366,-0.06035962710664325,-0.35980073156510384,-0.3059152577107522,1.035780081623578,-0.2901957524941101,0.009135337509411205,0.008569659975061586,-0.07597394753267725,0.31278291624354115,0.9984086680132942
2019-11-11 17:16:27,-0.17039035234278346,-0.07632145997440705,-0.3674608099090991,-0.3065415155256097,1.0357702741577564,-0.2987242997723944,-0.019078025813130235,0.005504608896437727,-0.07465694653423939,0.30670621763796674,0.9984143688477011
2019-11-11 17:17:27,-0.16050437653427735,-0.09760930155443613,-0.3698796443884558,-0.3084202889701819,1.0287296352148054,-0.29240161265578374,-0.04729138913566366,-0.19001085913884075,0.05297632602529437,0.3006243629215852,0.9984200745192959
2019-11-11 17:18:27,-0.1753333402470365,-0.10752709108059036,-0.39181797475862773,-0.3102990624147542,1.0105096643064553,-0.3006857271115739,-0.04729138913566366,-0.500889071573144,-0.07255626182168677,0.29453746788414603,0.9984257849194512
2019-11-11 17:19:27,-0.17039035234278346,-0.09178035498653372,-0.38858006020351005,-0.3140566093038983,0.9857641871884619,-0.3038172586339191,-0.08961143411945977,-0.6823523031831937,-0.028274352019223934,0.2884456484113555,0.998431499939449
2019-11-11 17:20:27,-0.18027632815128958,-0.07271436077233703,-0.37520295240008367,-0.3171878983781852,0.9467444235382477,-0.30479072333350266,-0.07550475245819707,-1.0792959394081885,-0.009727669388861679,0.28234902048267385,0.9984372194704835
2019-11-11 17:21:27,-0.23959218300233048,-0.050332334006336465,-0.36541107839140696,-0.31906667182275744,0.9038234063840385,-0.30703460648321024,-0.04729138913566366,-1.1877831655974447,-0.020645796461523185,0.27624770016911127,0.998442943403663
2019-11-11 17:22:27,-0.28902206204486386,-0.03672230030622564,-0.3704135047495024,-0.3203191874524721,0.8748003714194373,-0.3015265041427826,-0.033184707474392935,-0.8013039132662971,0.0459756876947092,0.2701418036310104,0.9984486716300125
2019-11-11 17:23:27,-0.3236229773746367,-0.016447490008607204,-0.3517116336544793,-0.3215717030821868,0.8576248750282718,-0.30728700799823555,-0.033184707474392935,-0.4718440112922187,-0.050868052544101164,0.2640314471158387,0.9984544040404743
2019-11-11 17:24:27,-0.35328090480015645,-0.011037452951221676,-0.3572184357950873,-0.3215717030821868,0.8482612104995376,-0.30686834587587736,-0.004971344151859516,-0.25461025056782954,0.0022364338888704173,0.2579167469559788,0.9984601405259118
2019-11-11 17:25:27,-0.3829388322256776,-0.016917624772054607,-0.362323300219735,-0.3215717030821868,0.8276393915282634,-0.3109272045911085,-0.004971344151859516,-0.5676803820603641,-0.036243912071562516,0.25179781956650626,0.9984658809771106
2019-11-11 17:26:27,-0.4175397475554504,-0.013786034099748993,-0.3490486456420273,-0.32219796089704433,0.8162732731183981,-0.3138789560124168,-0.019078025813130235,-0.3102950879959426,-0.026729300474935047,0.24567478144297722,0.9984716252847808
2019-11-11 17:27:27,-0.4175397475554504,-0.01774003129042896,-0.35710756165246593,-0.3215717030821868,0.7971559956504357,-0.31750744888213883,0.009135337509411205,-0.5258416412008501,-0.03254529687233975,0.23954774915921373,0.998477373339559
2019-11-11 17:28:27,-0.43731169917246404,-0.024007382538123834,-0.3684501804799566,-0.3215717030821868,0.7740907606750654,-0.3231137768829818,-0.004971344151859516,-0.6356276263087474,-0.04954304693511942,0.23341683936507615,0.9984831250320105
