tt,CO2_outdoor,PM2.5_outdoor,PM10_outdoor,CO2_classroom,PM2.5_classroom,PM10_classroom,CO2_classroom_change,PM2.5_classroom_change,PM10_classroom_change,time
2019-11-11 16:58:27,0.19506852346203607,-0.030503661998231867,-0.405807574202479,-0.35504898260753837,1.32304158974145,-0.21735841993690197,-1.0081420057650554,-0.12687010255667303,-0.5440641304487275,0.7203810868594301
2019-11-11 16:59:27,0.6041311713996157,-0.005051371043646825,-0.34858877579494696,-0.3425794283849197,1.2241595448429872,-0.09488628665938603,0.11645054998545853,-0.896875822382188,0.3567112802097683,0.7227534805277545
2019-11-11 17:00:27,0.9410062932305636,0.015593131581183597,-0.4421453952468957,-0.21788388615873336,1.282581054362897,-0.18336934964627613,1.1818540238543664,0.532867493380637,-0.2585093328013946,0.7251258741960788
2019-11-11 17:01:27,0.5800686626974051,0.04964983594407299,-0.3815070433226445,-0.28958382293879054,1.2276513123683737,-0.2424208048968052,-0.6826020554162224,-0.49739018124939716,-0.17267626457598184,0.7274982678644031
2019-11-11 17:02:27,0.14694350605761494,-0.03319206611953625,-0.4251611499887239,-0.31764031993968245,1.2723014195861264,-0.1813079501596476,-0.2682784822449804,0.40769822773376724,0.17776573335437024,0.7298706615327274
2019-11-11 17:03:27,0.02663096254656211,-0.09474428283379288,-0.4541318286169708,-0.3301098741623011,1.357375091720713,-0.18602480893565285,-0.12030577754096544,0.7751109155960672,-0.01421719676106448,0.7322430552010517
2019-11-11 17:04:27,-0.18993161577333298,-0.023232303815386383,-0.36109634039835076,-0.32387509705099177,1.2540878595469467,-0.2337500524821291,0.05726146810385254,-0.9369148862471844,-0.13964499049004786,0.734615448869376
2019-11-11 17:05:27,0.43569361048414174,-0.07064889135621333,-0.42952053555883124,-0.3425794283849197,1.0901654299208323,-0.17542750122363407,-0.17949485942257146,-1.4880325553805933,0.16962821293757824,0.7369878425377003
2019-11-11 17:06:27,0.5800686626974051,-0.08708820703164595,-0.4324169960074189,-0.3332272627179557,1.0856519457053737,-0.23361568261913723,0.08685600904465554,-0.03915318951760428,-0.17015865003180208,0.7393602362060246
2019-11-11 17:07:27,-0.3102441592843858,0.11638530933654953,-0.4253366964759952,-0.3332272627179557,1.077880321190748,-0.26089524937278863,-0.0019276137777534518,-0.06876666094726064,-0.0800181027306959,0.741732629874349
2019-11-11 17:08:27,-0.4305567027954387,0.16162057616832234,-0.3453354123225927,-0.33946203982926504,1.111576550885651,-0.2190588345268527,-0.061116695659359455,0.3081376473776135,0.12154875753886993,0.7441050235426733
2019-11-11 17:09:27,-0.5268067376042809,0.0768867699113508,-0.292830865218947,-0.33946203982926504,1.0971302535412777,-0.2405979237751446,-0.0019276137777534518,-0.12943324218581193,-0.06327682234337809,0.7464774172109976
2019-11-11 17:10:27,-0.3343066679865964,0.012026675637495205,-0.3118510422714682,-0.33946203982926504,1.077524704065944,-0.232984964169955,-0.0019276137777534518,-0.1763260557388819,0.021740952443695765,0.7488498108793219
