tt,CO2_outdoor,PM2.5_outdoor,PM10_outdoor,CO2_classroom,PM2.5_classroom,PM10_classroom,CO2_classroom_change,PM2.5_classroom_change,PM10_classroom_change,time
2019-10-09 11:07:51,-0.2928116023807716,-0.86546769909874,-0.034644386406539864,-0.3772867208809233,-0.43236949123756596,-0.12028418174600553,-0.3140651315155542,0.05588334334000465,-0.16773229901694417,-0.13227303861077738
2019-10-09 11:08:51,-0.31313353332148836,-0.8467744656047697,-0.18401746935548036,-0.40899139731249434,-0.43772737383245963,-0.16376251631146732,-0.6271428586203253,-0.0905270682963132,-0.17931448584769144,-0.1298362804900424
2019-10-09 11:09:51,-0.31313353332148836,-0.7762413290867898,-0.11696333414078029,-0.3487525120925093,-0.4506518918150987,-0.08294293322527287,1.1887079585873466,-0.21918635070409623,0.3328656877700914,-0.12739952236930743
2019-10-09 11:10:51,-0.31313353332148836,-0.7813771334780786,-0.12738555011333788,-0.3804571885240804,-0.4416223040476856,-0.04717252371278299,-0.6271428586203253,0.15411027943099723,0.1472367248860925,-0.12496276424857244
2019-10-09 11:11:51,-0.2928116023807716,-0.7312706269884816,-0.0715781884748394,-0.3867981238103946,-0.4326663468344698,-0.13539365581967297,-0.12621849525269163,0.15285830232613215,-0.363681000153562,-0.12252600612783746
2019-10-09 11:12:51,-0.2928116023807716,-0.7544085281999303,-0.20022334112665863,-0.3931390590967088,-0.4499053591177304,-0.1030070444055018,-0.12621849525269163,-0.2925478531718177,0.13329349614800995,-0.12008924800710248
2019-10-09 11:13:51,-0.2521677404993381,-0.7534467071478388,-0.3001936783590913,-0.3963095267398659,-0.4648520637414991,-0.11319022894518381,-0.06360294983173743,-0.2535706006130734,-0.04211897973611507,-0.1176524898863675
2019-10-09 11:14:51,-0.23184580955862133,-0.7439218136836526,-0.11630238600930862,-0.40582092966933725,-0.47504142582449466,-0.08502962832939387,-0.18883404067364581,-0.1726791282348491,0.11587985812962047,-0.11521573176563252
2019-10-09 11:15:51,-0.21152387861790456,-0.7643722105914722,-0.1705101297920109,-0.4153323325988086,-0.48668908345620676,-0.07133175878250446,-0.18883404067364581,-0.19747525613341385,0.056284940935462095,-0.11277897364489754
2019-10-09 11:16:51,-0.19120194767718782,-0.749056898597279,-0.2128356564136707,-0.4248437355282799,-0.49238145360814317,-0.1641263718952084,-0.18883404067364581,-0.09621452736605289,-0.3825264188045816,-0.11034221552416255
2019-10-09 11:17:51,-0.19120194767718782,-0.7682055453739824,-0.18772279719887727,-0.4248437355282799,-0.479798798153099,-0.08633858457453802,-0.0009874044107832383,0.21452486472702545,0.32037291467383117,-0.10790545740342758
2019-10-09 11:18:51,-0.19120194767718782,-0.752160785525301,-0.16868974887197505,-0.40582092966933725,-0.4765241275362775,-0.11783363105814343,0.37470586811494194,0.05625654749215963,-0.12993632500450103,-0.1054686992826926
2019-10-09 11:19:51,-0.19120194767718782,-0.747401637738971,-0.08300278677243483,-0.3931390590967088,-0.47621243511709455,-0.13971434010217632,0.24947477727303355,0.005875548651448626,-0.09031962737952214,-0.10303194116195762
2019-10-09 11:20:51,-0.19120194767718782,-0.7797536703169164,-0.12705357649729823,-0.4121618649556515,-0.48481526007322806,-0.15981536195722756,-0.3766806769365084,-0.14570244470309604,-0.08298627449108116,-0.10059518304122264
2019-10-09 11:21:51,-0.19120194767718782,-0.749089882025768,-0.1487270281225712,-0.42167326788512277,-0.5121991761013519,-0.24463563512849906,-0.18883404067364581,-0.46504672076943465,-0.3496674707799148,-0.09815842492048767
2019-10-09 11:22:51,-0.19120194767718782,-0.7078903723390031,-0.12582592026564343,-0.4248437355282799,-0.5009341580558888,-0.13633598926991758,-0.06360294983173743,0.19212041745249347,0.44609963076528375,-0.09572166679975268
