tt,CO2_outdoor,PM2.5_outdoor,PM10_outdoor,CO2_classroom,PM2.5_classroom,PM10_classroom,CO2_classroom_change,PM2.5_classroom_change,PM10_classroom_change,time
2019-12-09 17:22:58,2.0968739003942547,-0.21293864095233597,0.4412346077887328,-0.26969852097189073,1.2578614302779787,-0.07628150259611159,-0.010611148647771925,-0.01758357682720536,-0.7943391385438964,0.7883798221063323
2019-12-09 17:23:58,1.8642989475699783,-0.24072565605402596,0.5543543458548568,-0.26969852097189073,1.247849137054606,-0.08433689632523507,-0.010611148647771925,-0.09475626955628064,-0.04827179935890434,0.7907405409149263
2019-12-09 17:24:58,0.8693949827105735,-0.2472392758390724,0.7725018583873335,-0.26969852097189073,1.237397378766517,-0.15685804998656516,-0.010611148647771925,-0.09909868307629181,-0.43490114844816663,0.7931012597235202
2019-12-09 17:25:58,0.43008673848694023,-0.25698739101610185,0.7926261368666373,-0.26969852097189073,1.1874491429991891,0.10273094094025359,-0.010611148647771925,-0.48936869898592883,1.5569085992859537,0.7954619785321141
2019-12-09 17:26:58,0.4559283999118598,-0.24183573129995753,0.8064629379683329,-0.26969852097189073,1.2549092762552003,0.16629959881529746,-0.010611148647771925,0.6707592154780586,0.38128895475267893,0.7978226973407081
2019-12-09 17:27:58,0.4817700613367794,-0.2374826788748479,0.787609695175031,-0.26969852097189073,1.1826338308161175,-0.0814158264663592,-0.010611148647771925,-0.7099868662236005,-1.4856177966652349,0.800183416149302
2019-12-09 17:28:58,0.5076117227616991,-0.27140570345716575,-0.09863918292990034,-0.26969852097189073,1.20823532815946,0.02169348092491684,-0.010611148647771925,0.2571483937995935,0.6184315185121724,0.802544134957896
2019-12-09 17:29:58,0.5334533841866186,-0.24825498408686578,0.2855312828375669,-0.26969852097189073,1.0329608940287742,0.02998145579927454,-0.010611148647771925,-1.727733752043436,0.04974652807157679,0.8049048537664899
2019-12-09 17:30:58,0.5334533841866186,-0.24198584754836067,0.1737003027550954,-0.26969852097189073,1.059865842317604,-0.10572435971142752,-0.010611148647771925,0.27002796822493574,-0.8138471921919755,0.8072655725750839
2019-12-09 17:31:58,0.5851367070364578,-0.2401770096569484,0.007904176176278905,-0.26969852097189073,0.89480999155843,-0.23247176277436557,-0.010611148647771925,-1.6267625528505407,-0.760119675798862,0.8096262913836778
2019-12-09 17:32:58,0.7401866755859755,-0.23877395412688615,0.6400482188096158,-0.26969852097189073,0.9982061513241376,-0.14305562922082699,-0.010611148647771925,1.0258479356060874,0.5363075678534349,0.8119870101922718
2019-12-09 17:33:58,0.7401866755859755,-0.23227576948679246,0.04548988758630082,-0.26969852097189073,0.9860575930987219,0.11896353649273388,-0.010611148647771925,-0.11586499189165435,1.5714834200428847,0.8143477290008657
2019-12-09 17:34:58,0.6497408605987569,-0.2321819688898797,0.28155276766815557,-0.26969852097189073,1.0510121235929866,0.13488576558459925,-0.010611148647771925,0.6460010169727867,0.09553248858768548,0.8167084478094596
2019-12-09 17:35:58,0.5592950456115382,-0.22053958885470218,0.40248456955369544,-0.26969852097189073,1.0029563021192993,-0.07828565427763719,-0.010611148647771925,-0.47066949835784994,-1.278442292268924,0.8190691666180536
2019-12-09 17:36:58,0.5205325534741588,-0.23024619450674758,0.007311370008303736,-0.26969852097189073,0.6901836209380363,-0.26005601338474654,-0.010611148647771925,-3.086372458297255,-1.090116401234142,0.8214298854266475
2019-12-09 17:37:58,0.4946908920492392,-0.21986317771084643,0.05877514077910212,-0.26969852097189073,0.5975085414177836,-0.1598899398540727,-0.010611148647771925,-0.9115583993202877,0.600779658161208,0.8237906042352415
2019-12-09 17:38:58,0.5076117227616991,-0.21862978069458378,0.4234784596118986,-0.26969852097189073,0.5122272753894911,-0.21044619214355617,-0.010611148647771925,-0.8384991319297481,-0.303168031067133,0.8261513230438354
2019-12-09 17:39:58,0.5205325534741588,-0.21069663989661513,0.3399028231858582,-0.26969852097189073,0.4358953173403226,-0.23951404561949385,-0.010611148647771925,-0.7500698139170492,-0.17429270787248566,0.8285120418524294
