tt,CO2_outdoor,PM2.5_outdoor,PM10_outdoor,CO2_classroom,PM2.5_classroom,PM10_classroom,CO2_classroom_change,PM2.5_classroom_change,PM10_classroom_change
2019-10-28 19:05:36,-0.684561329451829,-0.35231020042471567,-0.5951292506960331,-0.6250017619912889,-0.24151589496522397,-0.4269026107113547,0.05837881419094146,-0.11177452251258965,-0.07120341862301961
2019-10-28 19:06:36,-0.7343552774244594,-0.390177607555601,-0.5601840141753289,-0.626626997642896,-0.3021626388685281,-0.4094953515667873,-0.028968968610582443,-1.0700426895562278,0.08365610803180068
2019-10-28 19:07:36,-0.7841492253970909,-0.42356984773228357,-0.44041907895706567,-0.626626997642896,-0.23506415903554115,-0.38021786392536483,0.00014695898992552505,1.1807442023674672,0.14081160180240843
2019-10-28 19:08:36,-0.584973433506567,-0.4139385260449169,-0.5115617888904245,-0.62987746894611,-0.31803042688451666,-0.41510227988162035,-0.05808489621109041,-1.4632980337607135,-0.16812982104880636
2019-10-28 19:09:36,-0.5185815028763916,-0.3879824606361844,-0.6268302781143187,-0.634753175900931,-0.3031880705924099,-0.434920283239385,-0.08720082381159838,0.26002564672612377,-0.09558460832214252
2019-10-28 19:10:36,-0.5683754508490221,-0.3479130890648821,-0.6191066492467037,-0.634753175900931,-0.23456915399604758,-0.38938676159700647,0.00014695898992552505,1.207533298952938,0.21908487601297685
2019-10-28 19:11:36,-0.7675512427395477,-0.3580000911780129,-0.6216077660861297,-0.638003647204145,-0.32379562084508673,-0.4194825695052518,-0.05808489621109041,-1.5735986261277857,-0.14507253470166964
2019-10-28 19:12:36,-0.6513653641367407,-0.3189930645587609,-0.6889982573700567,-0.6412541185073591,-0.3907985942173283,-0.4087613633815608,-0.05808489621109041,-1.182035275676527,0.051462569222846095
2019-10-28 19:13:36,-0.452189572246217,-0.32707737803558184,-0.5977239272685292,-0.6412541185073591,-0.3738964119815857,-0.4351556394118931,0.00014695898992552505,0.29631842619747617,-0.12724955157663378
2019-10-28 19:14:36,-0.4189936069311297,-0.35262380081175526,-0.7246316675081671,-0.6412541185073591,-0.4126163423296811,-0.4030812601069904,0.00014695898992552505,-0.6837066443542642,0.1542787161120837
2019-10-28 19:15:36,-0.3194057109858669,-0.38546437410701556,-0.5907800513956568,-0.6428793541589661,-0.39948233515982173,-0.4006812611154874,-0.028968968610582443,0.22992565786766236,0.011395716041905594
2019-10-28 19:16:36,-0.336003693643411,-0.3940976877099085,-0.6801488928706411,-0.6412541185073591,-0.3622363744476663,-0.4004351955386908,0.0292628865904335,0.6547624336339821,0.00102446430912137
2019-10-28 19:17:36,-0.4355915895886729,-0.4175434715910104,-0.7132581222702337,-0.6461298254621801,-0.36891748025897664,-0.4261698582266231,-0.08720082381159838,-0.11920361096568467,-0.12407349424188775
2019-10-28 19:18:36,-0.4687875549037602,-0.41261808045943876,-0.6767681116746471,-0.6477550611137872,-0.39359200544902256,-0.4109260062005557,-0.028968968610582443,-0.4362358356862596,0.07323924014105379
2019-10-28 19:19:36,-0.452189572246217,-0.4022416572849773,-0.6334452941820244,-0.6461298254621801,-0.43557286012317953,-0.4290620241891251,0.0292628865904335,-0.7411619879983136,-0.08748580008801604
2019-10-28 19:20:36,-0.4355915895886729,-0.4082232118520129,-0.6793453273057365,-0.6461298254621801,-0.44913489713593957,-0.45664413075164023,0.00014695898992552505,-0.24044109679469103,-0.1329689899682959
2019-10-28 19:21:36,-0.5019835202188484,-0.3941282159217866,-0.6591117429679699,-0.6428793541589661,-0.44298442021962325,-0.41769091123996466,0.05837881419094146,0.1068804441657762,0.18740053080094005
2019-10-28 19:22:36,-0.4355915895886729,-0.41975700684857575,-0.7010978203404509,-0.6428793541589661,-0.44847497086599564,-0.3949352179971204,0.00014695898992552505,-0.09822681135643999,0.10940897301393306
2019-10-28 19:23:36,-0.36919965895849827,-0.4277867020515869,-0.7111238059537474,-0.6428793541589661,-0.41969110218094646,-0.4299092311936025,0.00014695898992552505,0.5056659331481341,-0.16856123435369705
2019-10-28 19:24:36,-0.4189936069311297,-0.41363998334133106,-0.6044335415485311,-0.6428793541589661,-0.3792969745598677,-0.4403644751716598,0.00014695898992552505,0.7102310656888308,-0.05050265092390472
2019-10-28 19:25:36,-0.36919965895849827,-0.4223555479361318,-0.6344850775448533,-0.6428793541589661,-0.346492817669951,-0.41749432740906967,0.00014695898992552505,0.5765007693056968,0.10996007483914923
2019-10-28 19:26:36,-0.4687875549037602,-0.43162105550565344,-0.6990061299735951,-0.6461298254621801,-0.4055825181673504,-0.4328085964546396,-0.05808489621109041,-1.042608607986171,-0.0738989972580153
2019-10-28 19:27:36,-0.6513653641367407,-0.44477897703746805,-0.6231542065579098,-0.6461298254621801,-0.46136951066979487,-0.44236391020710664,0.00014695898992552505,-0.9844170635551891,-0.04616946084114184
2019-10-28 19:28:36,-0.5683754508490221,-0.42843665393093644,-0.6245107260847071,-0.6510055324170012,-0.46420040696428366,-0.4356107174593444,-0.08720082381159838,-0.051365449520906915,0.032356469972130916
2019-10-28 19:29:36,-0.6347673814791975,-0.43336516371573175,-0.6335985785459366,-0.6526307680686082,-0.4812177861902767,-0.4419516339594039,-0.028968968610582443,-0.30132195584512694,-0.030692045036979847
2019-10-28 19:30:36,-0.8671391386848095,-0.4553081695880001,-0.6621416147882518,-0.6526307680686082,-0.4924849959211239,-0.44579351634134573,0.00014695898992552505,-0.20000774817869102,-0.018659123429071934
2019-10-28 19:31:36,-1.1161088785479656,-0.4754038336916023,-0.6673124926632908,-0.6526307680686082,-0.4630881377440046,-0.43840160970737874,0.00014695898992552505,0.5164664051601962,0.03543189582040733
2019-10-28 19:32:36,-0.9335310693149851,-0.46905086928367457,-0.6550413874151484,-0.6510055324170012,-0.46720337796118294,-0.4333634617942241,0.0292628865904335,-0.07399474540659261,0.024098479455208467
2019-10-28 19:33:36,-0.6513653641367407,-0.4703872484534224,-0.6311612678022183,-0.6542560037202152,-0.4803431057343029,-0.4293735102573365,-0.05808489621109041,-0.23300028552113286,0.019051383565691613
2019-10-28 19:34:36,-0.6513653641367407,-0.4745831704169205,-0.6580658736338624,-0.6575064750234293,-0.5062358845936333,-0.43741484018179677,-0.05808489621109041,-0.4577006647394707,-0.03887958489028133
2019-10-28 19:35:36,-0.8671391386848095,-0.49353240309014135,-0.6677265077649998,-0.6575064750234293,-0.5354864140444761,-0.44647723479774626,0.00014695898992552505,-0.5168620235494564,-0.04379604093232479
2019-10-28 19:36:36,-0.6679633467942858,-0.5107966815427837,-0.6534895613418003,-0.6575064750234293,-0.48817879279152915,-0.43115053711241674,0.00014695898992552505,0.8320422801427623,0.0736381443881904
2019-10-28 19:37:36,-0.6513653641367407,-0.5259773314289395,-0.6880929449916714,-0.6526307680686082,-0.47757505127768474,-0.40979888617094495,0.08749474179144943,0.1853440398229854,0.1026484686958377
2019-10-28 19:38:36,-0.6015714161641103,-0.5235936092007342,-0.666827281357893,-0.6510055324170012,-0.4760255592420285,-0.45420704283658947,0.0292628865904335,0.025814114197098163,-0.21398690820871966
2019-10-28 19:39:36,-0.452189572246217,-0.5368330062453903,-0.6581836806493285,-0.6526307680686082,-0.4784602379879173,-0.4427677156383738,-0.028968968610582443,-0.04438435669680402,0.054920342981153565
2019-10-28 19:40:36,-0.7841492253970909,-0.5478363400866543,-0.6693648898743115,-0.6575064750234293,-0.4919362028605508,-0.450520178186289,-0.08720082381159838,-0.23892456224967604,-0.03748868011157115
2019-10-28 19:41:36,-0.6513653641367407,-0.5664113901628968,-0.7247692056289297,-0.6591317106750363,-0.4898376111869518,-0.43215645104131717,-0.028968968610582443,0.03548888896592173,0.08826152913665829
2019-10-28 19:42:36,-0.8173451907121781,-0.5619022583413855,-0.6492239475437873,-0.6575064750234293,-0.4812839416729094,-0.4686044042062924,0.0292628865904335,0.14922311843198607,-0.17565829796201596
2019-10-28 19:43:36,-0.5351794855339357,-0.5505909588890315,-0.7342315143785566,-0.6575064750234293,-0.5088063792886174,-0.44558450387069115,0.00014695898992552505,-0.48641418106423806,0.11068113781246444
2019-10-28 19:44:36,-0.6679633467942858,-0.546946820965664,-0.6880238015957552,-0.6575064750234293,-0.4886139413174687,-0.4464389101737037,0.00014695898992552505,0.3542905699984565,-0.004274339642953141
2019-10-28 19:45:36,-0.6347673814791975,-0.5293770093398663,-0.6280760426241158,-0.6575064750234293,-0.4913807738132232,-0.44352759980788325,0.00014695898992552505,-0.050236687488006165,0.013857695108052796
2019-10-28 19:46:36,-0.7841492253970909,-0.5270175501221614,-0.6713928707481784,-0.6575064750234293,-0.517184697418716,-0.4435343155714421,0.00014695898992552505,-0.4561350935598441,-0.00019268516090306843
2019-10-28 19:47:36,-0.7509532600820045,-0.5278067479153022,-0.6798837908598228,-0.6575064750234293,-0.5234270149131867,-0.4549358016805914,0.00014695898992552505,-0.11147244918142343,-0.05505883417205784
2019-10-28 19:48:36,-0.6015714161641103,-0.5171430460101684,-0.6498651239385415,-0.6575064750234293,-0.530349923296905,-0.4632458158735146,0.00014695898992552505,-0.12346401338615487,-0.04017330741941889
2019-10-28 19:49:36,-0.7509532600820045,-0.5354468959936466,-0.683077718247153,-0.6591317106750363,-0.5047575837369807,-0.40364780192081595,-0.028968968610582443,0.4494332873401581,0.2868058135536692
2019-10-28 19:50:36,-0.7343552774244594,-0.5325027701918036,-0.25580939975034495,-0.6591317106750363,-0.4892171333795531,-0.4344527407347685,0.00014695898992552505,0.2723256053907011,-0.14848702053691992
2019-10-28 19:51:36,-0.5517774681914789,-0.5196353408866485,0.0023509087562856657,-0.6591317106750363,-0.4904000958623982,-0.45755152890630785,0.00014695898992552505,-0.022329938732164607,-0.11138168215573283
2019-10-28 19:52:36,-0.5351794855339357,-0.5331167710847966,-0.5167896865201816,-0.6591317106750363,-0.5112692000976008,-0.43692143751030293,0.00014695898992552505,-0.36918681926984476,0.09917413860042469
2019-10-28 19:53:36,-0.6679633467942858,-0.509879624546459,-0.6255596142537744,-0.6607569463266433,-0.5263407610239585,-0.4572828088204393,-0.028968968610582443,-0.2670379161386766,-0.0982009407394299
2019-10-28 19:54:36,-0.8339431733697232,-0.5158824685244096,-0.6053777123705173,-0.6607569463266433,-0.5263739213889631,-0.45331826973285844,0.00014695898992552505,-0.0020711810311017102,0.018929021886770984
2019-10-28 19:55:36,-0.8671391386848095,-0.5313053579865425,-0.5921077833122789,-0.6591317106750363,-0.5349998757587251,-0.4245510905783953,0.0292628865904335,-0.15347056446976542,0.13835445166791702
2019-10-28 19:56:36,-0.7177572947669163,-0.5347292542760811,-0.5992596931398919,-0.6623821819782504,-0.5142498626986607,-0.4566971226032953,-0.05808489621109041,0.36411467664361374,-0.1549444231626925
2019-10-28 19:57:36,-0.6513653641367407,-0.5125095306938063,-0.49583310328491415,-0.6607569463266433,-0.5195934279778653,-0.45384200974693545,0.0292628865904335,-0.09563702578129525,0.01358710247348413
2019-10-28 19:58:36,-0.684561329451829,-0.5078719929284744,-0.43766638448744066,-0.6640074176298574,-0.5109604571175211,-0.4449953433651994,-0.05808489621109041,0.15062035603937002,0.0424366061108094
2019-10-28 19:59:36,-0.6513653641367407,-0.5462106904882001,-0.019395546608509468,-0.6705083602362855,-0.5090498604264826,-0.47215394492334134,-0.11631675141210636,0.03217654091784157,-0.13092980111479693
2019-10-28 20:00:36,-0.7343552774244594,-0.5208621487696116,-0.42198496176205885,-0.6705083602362855,-0.5016895792001633,-0.41760306905261474,0.00014695898992552505,0.12819640106110886,0.26250369761040976
2019-10-28 20:01:36,-0.800747208054635,-0.5289866923151192,-0.623160244227829,-0.6705083602362855,-0.48551085650204767,-0.39421365845165357,0.00014695898992552505,0.2835715445802862,0.11246034043485299
2019-10-28 20:02:36,-0.8339431733697232,-0.5080797376334645,-0.6016909179123315,-0.6705083602362855,-0.48387224177272065,-0.44286974151836006,0.00014695898992552505,0.027384397490829847,-0.23444079677693266
2019-10-28 20:03:36,-0.7841492253970909,-0.49480680530342824,-0.31957238649469427,-0.6705083602362855,-0.4848878173603119,-0.42730369401979273,0.00014695898992552505,-0.019380691639413177,0.07479062066639632
2019-10-28 20:04:36,-0.9501290519725283,-0.5047294058544932,-0.35290580665373167,-0.6705083602362855,-0.48346712913178375,-0.42333612836143464,0.00014695898992552505,0.023544675761480297,0.018943594912660757
2019-10-28 20:05:36,-0.8339431733697232,-0.4916521006716622,-0.5586482483039662,-0.6705083602362855,-0.49110159271909215,-0.4268530931480474,0.00014695898992552505,-0.1360011484607836,-0.01709463580352086
2019-10-28 20:06:36,-0.800747208054635,-0.4952580169613352,-0.626952722060283,-0.6721335958878925,-0.5135368463603724,-0.4293655587932828,-0.028968968610582443,-0.39678134257876163,-0.01225794336472024
2019-10-28 20:07:36,-0.7675512427395477,-0.477396842787048,-0.2573770203682021,-0.6721335958878925,-0.5534779983076085,-0.43462391211635676,0.00014695898992552505,-0.7052237663811042,-0.02547947200733002
2019-10-28 20:08:36,-0.7509532600820045,-0.49399724979004933,-0.2605192653010228,-0.6737588315394994,-0.578636959227969,-0.40986978672542373,-0.028968968610582443,-0.4447712748978458,0.11903148164730373
2019-10-28 20:09:36,-0.684561329451829,-0.49805011539225735,-0.2384651302771382,-0.6770093028427135,-0.5490287474818855,-0.43358762502746745,-0.05808489621109041,0.5201903161501515,-0.11436242645118692
2019-10-28 20:10:36,-1.0331189652602468,-0.5075111162133179,-0.5372048356677626,-0.6802597741459275,-0.5330423792530415,-0.4457293315504258,-0.05808489621109041,0.28018238524127664,-0.05862301688863737
2019-10-28 20:11:36,-1.0995108958904225,-0.4954443048858275,-0.5935402325759819,-0.6802597741459275,-0.5284815190445863,-0.4429767281090284,0.00014695898992552505,0.07887244242144109,0.01309351667352523
2019-10-28 20:12:36,-0.9169330866574409,-0.48601569565799874,-0.5601279121464384,-0.6802597741459275,-0.544902255222946,-0.4330790715933849,0.00014695898992552505,-0.29080949744165047,0.0474971540242245
2019-10-28 20:13:36,-0.7675512427395477,-0.4637483219555393,-0.07356713922035636,-0.6818850097975345,-0.5417403836533038,-0.4414582671053157,-0.028968968610582443,0.05422318197871179,-0.04050641747274545
2019-10-28 20:14:36,-0.5351794855339357,-0.461960329440886,0.2090466260347448,-0.6818850097975345,-0.5446719873522852,-0.40592215345330834,0.00014695898992552505,-0.053139847806196745,0.17094706718585304
2019-10-28 20:15:36,-0.7675512427395477,-0.4298190764728755,-0.05535559468925609,-0.6835102454491415,-0.5296057295621314,-0.4259750294486049,-0.028968968610582443,0.26397064398039716,-0.09671552686974227
2019-10-28 20:16:36,-0.584973433506567,-0.4615030255301702,-0.4791739402927946,-0.6835102454491415,-0.548877894021521,-0.4440018222586529,0.00014695898992552505,-0.3410497898806965,-0.08695987769214789
2019-10-28 20:17:36,-0.4687875549037602,-0.4452547529711241,-0.6349719069457894,-0.6835102454491415,-0.5439550550860333,-0.44929850020576945,0.00014695898992552505,0.08525026971024495,-0.025664006181318852
2019-10-28 20:18:36,-0.9999229999451597,-0.4527033019302194,-0.61743172715904,-0.6818850097975345,-0.5464049018016469,-0.44404686264625437,0.0292628865904335,-0.04465160635542265,0.025126438281433145
2019-10-28 20:19:36,-0.9003351039998968,-0.4465720129555456,-0.5235094199349685,-0.6851354811007486,-0.5346216288623293,-0.42513229961983334,-0.05808489621109041,0.20612660838733196,0.09091381984859677
2019-10-28 20:20:36,-0.6181693988216543,-0.4292213829562201,-0.4810972038195805,-0.6867607167523556,-0.5410022040533148,-0.4398822654394307,-0.028968968610582443,-0.11390845893522426,-0.07118186089241345
2019-10-28 20:21:36,-0.584973433506567,-0.426304437974602,-0.6425901663979723,-0.6883859524039626,-0.5423201649456023,-0.4194825695052518,-0.028968968610582443,-0.024708521989655032,0.0980647777834311
2019-10-28 20:22:36,-0.7011593121093721,-0.4210255622844416,-0.6695981371386355,-0.6883859524039626,-0.5312740475074001,-0.45203912272497787,0.00014695898992552505,0.19313841289404696,-0.15692109459743359
2019-10-28 20:23:36,-0.8339431733697232,-0.4001077564748441,-0.6373075674787458,-0.6900111880555696,-0.5430577596568503,-0.44239551906759034,-0.028968968610582443,-0.20910818136465806,0.04627388215870791
2019-10-28 20:24:36,-0.9335310693149851,-0.3982376133900328,-0.6657039607940602,-0.6900111880555696,-0.5346013077836241,-0.4377375191892729,0.00014695898992552505,0.14751020748930863,0.022268055664899665
2019-10-28 20:25:36,-1.1161088785479656,-0.37151156421624937,-0.6563980035446645,-0.6900111880555696,-0.5269931750611904,-0.4285111524902703,0.00014695898992552505,0.13256338154211444,0.04426487412805759
2019-10-28 20:26:36,-0.9501290519725283,-0.3878613687431262,-0.6693967929221653,-0.6900111880555696,-0.522078152761477,-0.4460846223057438,0.00014695898992552505,0.08511254572476105,-0.08477711435281182
2019-10-28 20:27:36,-0.8505411560272663,-0.4680075877270898,-0.6362251581662864,-0.6883859524039626,-0.5384460793571713,-0.4455586437038138,0.0292628865904335,-0.2898790272999516,0.0023722536266192074
2019-10-28 20:28:36,-0.7177572947669163,-0.4284750931450885,-0.6271805354216794,-0.6900111880555696,-0.5294225332764148,-0.4255829004915787,-0.028968968610582443,0.15750203474877533,0.09602343315687152
2019-10-28 20:29:36,-0.7675512427395477,-0.39403290452344486,-0.45478052213400194,-0.6916364237071767,-0.5164231766267838,-0.4248287650156757,-0.028968968610582443,0.22755320418950017,0.0034708355783097033
2019-10-28 20:30:36,-0.684561329451829,-0.39778039874309434,-0.521801242361389,-0.6932616593587837,-0.5121063085184766,-0.4267978627085393,-0.028968968610582443,0.07457346196108613,-0.009641610947432853
2019-10-28 20:31:36,-0.5351794855339357,-0.3998342411028527,-0.5399004620813099,-0.6932616593587837,-0.519085875009289,-0.4421223218060159,0.00014695898992552505,-0.12446229199915296,-0.07394806265287494
2019-10-28 20:32:36,-0.5185815028763916,-0.3924743087587926,-0.6200720485161263,-0.6932616593587837,-0.5283256407593888,-0.43354258463986606,0.00014695898992552505,-0.1642855176129827,0.041151334212069464
2019-10-28 20:33:36,-0.7177572947669163,-0.3869282386878795,-0.6765107137306459,-0.6932616593587837,-0.5432514969857472,-0.4585766230559324,0.00014695898992552505,-0.264470695077423,-0.12069996809478921
2019-10-28 20:34:36,-0.7675512427395477,-0.38967694376500256,-0.6710700969142905,-0.6932616593587837,-0.547701843662494,-0.4459455433196155,0.00014695898992552505,-0.07989910100232527,0.060658665944826703
2019-10-28 20:35:36,-0.7011593121093721,-0.38143003631760863,-0.6684693826718752,-0.6932616593587837,-0.5443763902358746,-0.4269814627298872,0.00014695898992552505,0.05710538679758406,0.09115224834910103
2019-10-28 20:36:36,-0.6513653641367407,-0.41599457210418045,-0.6809356978638497,-0.6916364237071767,-0.5300393017150705,-0.4326431379492521,0.0292628865904335,0.25112316064251494,-0.02742147861125637
2019-10-28 20:37:36,-0.7011593121093721,-0.4320063291269763,-0.6916234362509853,-0.6916364237071767,-0.5236193802539962,-0.4525325253964717,0.00014695898992552505,0.1116278799735803,-0.09592832477892732
2019-10-28 20:38:36,-0.6679633467942858,-0.4223180515706286,-0.6907020636706145,-0.6916364237071767,-0.5266292024941013,-0.44565316583731696,0.00014695898992552505,-0.054518007097928305,0.032963966820612825
2019-10-28 20:39:36,-0.7177572947669163,-0.4157491525061325,-0.48273326746364326,-0.6948868950103907,-0.5361500975179297,-0.45620371993180153,-0.05808489621109041,-0.16923883066639928,-0.050961571893048896
2019-10-28 20:40:36,-0.6679633467942858,-0.42346510784745184,-0.546421821813227,-0.6965121306619977,-0.5287683102152707,-0.42437991919680706,-0.028968968610582443,0.12857532399307084,0.1530721730455175
2019-10-28 20:41:36,-0.5351794855339357,-0.43302551504264336,-0.6494360146620342,-0.6965121306619977,-0.5297114748373024,-0.4540701666209085,0.00014695898992552505,-0.01810485801255646,-0.1431197492324402
2019-10-28 20:42:36,-0.6181693988216543,-0.42788254903259315,-0.6841326440861396,-0.6965121306619977,-0.5150010642267864,-0.4412492188172555,0.00014695898992552505,0.2577008505272182,0.06157288618437322
2019-10-28 20:43:36,-0.6513653641367407,-0.4228470398736,-0.6296148273304382,-0.6965121306619977,-0.5199640495775546,-0.44783175953581145,0.00014695898992552505,-0.08893145754790358,-0.03185547264233371
2019-10-28 20:44:36,-0.5019835202188484,-0.40986693178640865,-0.44032245208767656,-0.6965121306619977,-0.5184186147998552,-0.4377634151735559,0.00014695898992552505,0.02574262797820702,0.04831902094585418
2019-10-28 20:45:36,-0.7011593121093721,-0.4133729619091471,-0.4150062123077325,-0.6948868950103907,-0.5043617227748249,-0.4305568636138134,0.0292628865904335,0.24618628252367017,0.03453940577331183
2019-10-28 20:46:36,-0.8173451907121781,-0.4247694022682028,-0.6595979686019141,-0.6948868950103907,-0.511913143032475,-0.44898921690800536,0.00014695898992552505,-0.1345379795657753,-0.08891266316137732
2019-10-28 20:47:36,-0.8339431733697232,-0.3947958029761629,-0.5279186578250226,-0.6965121306619977,-0.5045640507929968,-0.446716584610984,-0.028968968610582443,0.1279992584660335,0.010782441721621228
2019-10-28 20:48:36,-0.9501290519725283,-0.395508334342471,-0.5698006216174145,-0.6965121306619977,-0.5040096697619262,-0.4362680563964857,0.00014695898992552505,0.008280912253252762,0.05014961719800783
2019-10-28 20:49:36,-0.9501290519725283,-0.4058668210766567,-0.6657099501626202,-0.6965121306619977,-0.47626399163767746,-0.43456767878949054,0.00014695898992552505,0.4873736977343666,0.00802701882646282
2019-10-28 20:50:36,-0.8173451907121781,-0.4050923573857766,-0.6985192522712996,-0.6981373663136047,-0.4776744062628585,-0.44517894338654723,-0.028968968610582443,-0.026337496005433423,-0.05125389472006858
2019-10-28 20:51:36,-0.6679633467942858,-0.3897102503119529,-0.6608625464911798,-0.6981373663136047,-0.5050685227677228,-0.4492601755817269,0.00014695898992552505,-0.4841532474199395,-0.019811599707277857
2019-10-28 20:52:36,-0.7509532600820045,-0.4008172305567754,-0.6787148255113997,-0.6981373663136047,-0.4940808072312992,-0.43078949766349234,0.00014695898992552505,0.19210940976468033,0.08877650020537851
2019-10-28 20:53:36,-1.0165209826027037,-0.3820584254157248,-0.7063532497450402,-0.6981373663136047,-0.49019461074961046,-0.4456103640375685,0.00014695898992552505,0.06698531092447713,-0.07152324911429278
2019-10-28 20:54:36,-0.9667270346300714,-0.38749600094416825,-0.6280244084709655,-0.6997626019652118,-0.49451442939331297,-0.44836345101394215,-0.028968968610582443,-0.07759928283917358,-0.013416542038418317
2019-10-28 20:55:36,-1.0829129132328783,-0.3873608276902218,-0.7097156039724404,-0.6997626019652118,-0.49051789549882985,-0.4361424089374751,0.00014695898992552505,0.06892938362749111,0.0586843227449911
2019-10-28 20:56:36,-0.9667270346300714,-0.382176627393989,-0.6576139178143803,-0.6997626019652118,-0.5002696258875994,-0.4332457657992672,0.00014695898992552505,-0.17330599809861816,0.013787071982586977
2019-10-28 20:57:36,-0.8339431733697232,-0.3726181282120398,-0.6494450711669132,-0.7030130732684258,-0.5132920323719568,-0.4441916545085834,-0.05808489621109041,-0.2309331615131507,-0.052865119505573835
2019-10-28 20:58:36,-0.7841492253970909,-0.384923625301369,-0.6667094743424269,-0.7046383089200328,-0.49302467645860104,-0.42286142237568874,-0.028968968610582443,0.3556105749063329,0.10254533651261778
2019-10-28 20:59:36,-0.8339431733697232,-0.38998773234305345,-0.6870866344708754,-0.7062635445716398,-0.5001579164867179,-0.45419629761489533,-0.028968968610582443,-0.12716991873684097,-0.1510386797623888
2019-10-28 21:00:36,-0.7509532600820045,-0.38648314159872593,-0.6840658674568317,-0.7062635445716398,-0.5114299075199482,-0.4376238168350457,0.00014695898992552505,-0.2000919915845531,0.0796366260448188
2019-10-28 21:01:36,-0.800747208054635,-0.4085385807776427,-0.7387743055272266,-0.7046383089200328,-0.49652716853185147,-0.45851915402857135,0.0292628865904335,0.26108955014777785,-0.10077200192244434
2019-10-28 21:02:36,-0.7011593121093721,-0.40754946559699445,-0.6849614229606275,-0.7046383089200328,-0.5134056921267434,-0.4679082571101323,0.00014695898992552505,-0.29887541087685937,-0.04536915165011833
2019-10-28 21:03:36,-0.7177572947669163,-0.405307851302444,-0.7095105888526594,-0.7030130732684258,-0.5121882951346478,-0.4505460383531663,0.0292628865904335,0.019962817772409148,0.0834392372619026
2019-10-28 21:04:36,-0.8173451907121781,-0.41106583915994155,-0.7501310418921047,-0.7046383089200328,-0.5210907866405154,-0.46630240163664033,-0.028968968610582443,-0.15834296707607712,-0.07602769380899108
2019-10-28 21:05:36,-0.7011593121093721,-0.41314939519960914,-0.7321260822749645,-0.7046383089200328,-0.5268241335178633,-0.4394222266812973,0.00014695898992552505,-0.10250472138786326,0.12926847183387272
2019-10-28 21:06:36,-0.6513653641367407,-0.4294637285329331,-0.7088559363786453,-0.7030130732684258,-0.5144103418187116,-0.4477483945241674,0.0292628865904335,0.21723593457768794,-0.040251087711445956
2019-10-28 21:07:36,-0.7343552774244594,-0.41986391695899605,-0.6797136976228552,-0.7030130732684258,-0.5074386224039795,-0.44988194783506047,0.00014695898992552505,0.12135019729205067,-0.010433469508058742
2019-10-28 21:08:36,-0.8505411560272663,-0.41828157145056355,-0.7074795891438328,-0.7046383089200328,-0.5166567929311283,-0.439495365823629,-0.028968968610582443,-0.16390502397631607,0.04985134443734084
2019-10-28 21:09:36,-0.8339431733697232,-0.4206561050886805,-0.6972599633808834,-0.7046383089200328,-0.5116303656335955,-0.44798326716169934,0.00014695898992552505,0.08707542857433079,-0.04102983917186329
